,Name,Race,Year,Time
392,Jesse FOKKENROOD,1500 Metres,2023,0 days 00:03:41.720000
393,Jesse FOKKENROOD,1500 Metres,2024,0 days 00:03:39.310000
394,Jesse FOKKENROOD,5000 Metres,2022,0 days 00:13:58.990000
395,Jesse FOKKENROOD,5000 Metres,2023,0 days 00:14:04.800000
396,Jesse FOKKENROOD,10 Kilometres Road,2023,0 days 00:29:21
397,Nelson MANDELA,5000 Metres,2021,0 days 00:14:12.220000
398,Nelson MANDELA,5000 Metres,2022,0 days 00:13:29.590000
399,Nelson MANDELA,5000 Metres,2023,0 days 00:13:33.750000
400,Nelson MANDELA,"10,000 Metres",2021,0 days 00:29:28.230000
401,Nelson MANDELA,"10,000 Metres",2022,0 days 00:27:29.920000
402,Nelson MANDELA,"10,000 Metres",2023,0 days 00:28:01.880000
403,Nelson MANDELA,"10,000 Metres",2024,0 days 00:28:05.370000
404,Nelson MANDELA,Half Marathon,2022,0 days 01:02:03
405,Nelson MANDELA,Half Marathon,2023,0 days 01:02:32
406,Bryan HERNANDEZ,1500 Metres,2021,0 days 00:03:58.160000
407,Bryan HERNANDEZ,1500 Metres,2023,0 days 00:03:51.990000
408,Bryan HERNANDEZ,1500 Metres,2024,0 days 00:03:42.630000
409,Bryan HERNANDEZ,5000 Metres,2021,0 days 00:14:58.850000
410,Bryan HERNANDEZ,5000 Metres,2022,0 days 00:14:27.360000
411,Bryan HERNANDEZ,5000 Metres,2023,0 days 00:14:21.760000
412,Bryan HERNANDEZ,5000 Metres,2024,0 days 00:14:09.190000
413,Bryan HERNANDEZ,"10,000 Metres",2021,0 days 00:31:38.040000
414,Bryan HERNANDEZ,"10,000 Metres",2022,0 days 00:30:37.280000
415,John KORIR,"10,000 Metres",2023,0 days 00:28:35.750000
416,John KORIR,Half Marathon,2022,0 days 01:00:27
417,John KORIR,Half Marathon,2024,0 days 00:58:50
418,John KORIR,Marathon,2018,0 days 02:09:14
419,John KORIR,Marathon,2019,0 days 02:13:09
420,John KORIR,Marathon,2021,0 days 02:12:49
421,John KORIR,Marathon,2022,0 days 02:05:01
422,John KORIR,Marathon,2023,0 days 02:05:09
423,Andre WARING,1500 Metres,2015,0 days 00:04:07.180000
424,Andre WARING,1500 Metres,2016,0 days 00:03:48.250000
425,Andre WARING,1500 Metres,2017,0 days 00:03:48.560000
426,Andre WARING,1500 Metres,2018,0 days 00:03:43.460000
427,Andre WARING,1500 Metres,2019,0 days 00:03:46.910000
428,Andre WARING,1500 Metres,2020,0 days 00:03:46.510000
429,Andre WARING,1500 Metres,2021,0 days 00:03:41.830000
430,Andre WARING,1500 Metres,2022,0 days 00:03:42.850000
431,Andre WARING,1500 Metres,2023,0 days 00:03:44.520000
432,Andre WARING,5000 Metres,2016,0 days 00:15:11.400000
433,Andre WARING,5000 Metres,2018,0 days 00:14:51.140000
434,Andre WARING,5000 Metres,2021,0 days 00:13:46.100000
435,Andre WARING,5000 Metres,2022,0 days 00:13:45.680000
436,Andre WARING,5000 Metres,2023,0 days 00:13:31.330000
437,Andre WARING,5000 Metres,2024,0 days 00:13:54.190000
438,Andre WARING,"10,000 Metres",2018,0 days 00:30:28.650000
439,Andre WARING,"10,000 Metres",2021,0 days 00:29:23.670000
440,Andre WARING,"10,000 Metres",2022,0 days 00:28:49.320000
441,Andre WARING,"10,000 Metres",2023,0 days 00:28:30.570000
442,Andre WARING,"10,000 Metres",2024,0 days 00:28:56.820000
443,Andre WARING,10 Kilometres Road,2017,0 days 00:31:13
444,Andre WARING,10 Kilometres Road,2018,0 days 00:30:35
445,Andre WARING,10 Kilometres Road,2019,0 days 00:29:51
446,Andre WARING,10 Kilometres Road,2020,0 days 00:29:03
447,Andre WARING,10 Kilometres Road,2022,0 days 00:29:29
448,Andre WARING,10 Kilometres Road,2023,0 days 00:28:58
449,Andre WARING,Half Marathon,2016,0 days 01:10:12
450,Andre WARING,Half Marathon,2022,0 days 01:04:16
451,Andre WARING,Half Marathon,2023,0 days 01:04:58
452,Yohans MEKASHA,Marathon,2018,0 days 02:16:22
453,Yohans MEKASHA,Marathon,2019,0 days 02:15:15
454,Yohans MEKASHA,Marathon,2022,0 days 02:07:19
455,Yohans MEKASHA,Marathon,2023,0 days 02:08:00
456,Yohans MEKASHA,Marathon,2024,0 days 02:14:39
457,Amos KIPRUTO,10 Kilometres Road,2019,0 days 00:28:37
458,Amos KIPRUTO,Half Marathon,2015,0 days 01:01:02
459,Amos KIPRUTO,Half Marathon,2016,0 days 01:01:09
460,Amos KIPRUTO,Half Marathon,2017,0 days 01:00:24
461,Amos KIPRUTO,Half Marathon,2023,0 days 01:03:52
462,Amos KIPRUTO,Marathon,2016,0 days 02:08:12
463,Amos KIPRUTO,Marathon,2017,0 days 02:05:43
464,Amos KIPRUTO,Marathon,2018,0 days 02:06:23
465,Amos KIPRUTO,Marathon,2019,0 days 02:06:46
466,Amos KIPRUTO,Marathon,2020,0 days 02:03:30
467,Amos KIPRUTO,Marathon,2022,0 days 02:03:13
468,Amos KIPRUTO,Marathon,2023,0 days 02:04:49
469,Jorge BLANCO,1500 Metres,2015,0 days 00:03:49.280000
470,Jorge BLANCO,1500 Metres,2016,0 days 00:03:56.650000
471,Jorge BLANCO,5000 Metres,2012,0 days 00:15:15.050000
472,Jorge BLANCO,5000 Metres,2019,0 days 00:14:31.180000
473,Jorge BLANCO,5000 Metres,2020,0 days 00:14:03.870000
474,Jorge BLANCO,5000 Metres,2023,0 days 00:13:58.660000
475,Jorge BLANCO,"10,000 Metres",2014,0 days 00:30:17.860000
476,Jorge BLANCO,"10,000 Metres",2019,0 days 00:28:48.170000
477,Jorge BLANCO,"10,000 Metres",2021,0 days 00:28:25.760000
478,Jorge BLANCO,10 Kilometres Road,2017,0 days 00:30:11
479,Jorge BLANCO,10 Kilometres Road,2018,0 days 00:30:23
480,Jorge BLANCO,10 Kilometres Road,2019,0 days 00:29:13
481,Jorge BLANCO,10 Kilometres Road,2020,0 days 00:29:17
482,Jorge BLANCO,10 Kilometres Road,2021,0 days 00:28:28
483,Jorge BLANCO,10 Kilometres Road,2022,0 days 00:31:59
484,Jorge BLANCO,Half Marathon,2020,0 days 01:03:42
485,Jorge BLANCO,Half Marathon,2021,0 days 01:02:25
486,Jorge BLANCO,Half Marathon,2022,0 days 01:04:34
487,Jorge BLANCO,Half Marathon,2023,0 days 01:02:02
488,Jorge BLANCO,Marathon,2021,0 days 02:11:34
489,Jorge BLANCO,Marathon,2022,0 days 02:13:18
490,Jorge BLANCO,Marathon,2023,0 days 02:17:06
491,Jorge BLANCO,Marathon,2024,0 days 02:10:49
492,Ilias FIFA,1500 Metres,2016,0 days 00:03:47.870000
493,Ilias FIFA,1500 Metres,2017,0 days 00:03:46.850000
494,Ilias FIFA,5000 Metres,2009,0 days 00:14:11.990000
495,Ilias FIFA,5000 Metres,2010,0 days 00:13:54.160000
496,Ilias FIFA,5000 Metres,2011,0 days 00:13:25.550000
497,Ilias FIFA,5000 Metres,2012,0 days 00:13:30.890000
498,Ilias FIFA,5000 Metres,2013,0 days 00:13:25.620000
499,Ilias FIFA,5000 Metres,2014,0 days 00:13:14.890000
500,Ilias FIFA,5000 Metres,2015,0 days 00:13:05.610000
501,Ilias FIFA,5000 Metres,2016,0 days 00:13:11.830000
502,Ilias FIFA,5000 Metres,2017,0 days 00:13:17.390000
503,Ilias FIFA,5000 Metres,2023,0 days 00:13:19.300000
504,Ilias FIFA,"10,000 Metres",2023,0 days 00:27:59.760000
505,Ilias FIFA,"10,000 Metres",2024,0 days 00:27:53.260000
506,Ilias FIFA,10 Kilometres Road,2009,0 days 00:30:13
507,Ilias FIFA,10 Kilometres Road,2010,0 days 00:29:37
508,Ilias FIFA,10 Kilometres Road,2012,0 days 00:28:45
509,Ilias FIFA,10 Kilometres Road,2013,0 days 00:28:34
510,Ilias FIFA,10 Kilometres Road,2014,0 days 00:28:57
511,Ilias FIFA,10 Kilometres Road,2015,0 days 00:29:27
512,Ilias FIFA,10 Kilometres Road,2016,0 days 00:28:55
513,Ilias FIFA,10 Kilometres Road,2017,0 days 00:28:38
514,Ilias FIFA,10 Kilometres Road,2023,0 days 00:27:57
515,Ilias FIFA,10 Kilometres Road,2024,0 days 00:27:50
516,Brian FAY,1500 Metres,2017,0 days 00:04:00.170000
517,Brian FAY,1500 Metres,2018,0 days 00:03:43.430000
518,Brian FAY,1500 Metres,2019,0 days 00:03:43.190000
519,Brian FAY,1500 Metres,2020,0 days 00:03:43.130000
520,Brian FAY,1500 Metres,2021,0 days 00:03:41.730000
521,Brian FAY,1500 Metres,2022,0 days 00:03:40.430000
522,Brian FAY,1500 Metres,2023,0 days 00:03:36.520000
523,Brian FAY,5000 Metres,2019,0 days 00:14:00.730000
524,Brian FAY,5000 Metres,2020,0 days 00:13:51.590000
525,Brian FAY,5000 Metres,2021,0 days 00:13:44.370000
526,Brian FAY,5000 Metres,2022,0 days 00:13:16.520000
527,Brian FAY,5000 Metres,2023,0 days 00:13:01.400000
528,Brian FAY,5000 Metres,2024,0 days 00:13:14.970000
529,Brian FAY,"10,000 Metres",2020,0 days 00:28:41.700000
530,Brian FAY,"10,000 Metres",2022,0 days 00:28:22.310000
531,Brian FAY,"10,000 Metres",2023,0 days 00:28:24.900000
532,Brian FAY,"10,000 Metres",2024,0 days 00:27:43.450000
533,Merhawi MEBRAHTU,1500 Metres,2020,0 days 00:03:53.040000
534,Merhawi MEBRAHTU,1500 Metres,2021,0 days 00:03:48.410000
535,Merhawi MEBRAHTU,5000 Metres,2021,0 days 00:13:40.630000
536,Merhawi MEBRAHTU,5000 Metres,2022,0 days 00:13:04.490000
537,Merhawi MEBRAHTU,5000 Metres,2023,0 days 00:13:10.890000
538,Merhawi MEBRAHTU,"10,000 Metres",2023,0 days 00:28:07.910000
539,Merhawi MEBRAHTU,"10,000 Metres",2024,0 days 00:30:02.260000
540,Merhawi MEBRAHTU,10 Kilometres Road,2021,0 days 00:29:14
541,Merhawi MEBRAHTU,10 Kilometres Road,2024,0 days 00:28:18
542,Julius Kiprono TARUS,Marathon,2018,0 days 02:15:01
543,Julius Kiprono TARUS,Marathon,2019,0 days 02:07:35
544,Julius Kiprono TARUS,Marathon,2022,0 days 02:11:33
545,Julius Kiprono TARUS,Marathon,2023,0 days 02:10:51
546,Julius Kiprono TARUS,Marathon,2024,0 days 02:10:19
547,Alexandre FIGUEIREDO,1500 Metres,2018,0 days 00:03:56.230000
548,Alexandre FIGUEIREDO,1500 Metres,2019,0 days 00:03:56.940000
549,Alexandre FIGUEIREDO,1500 Metres,2020,0 days 00:03:51.380000
550,Alexandre FIGUEIREDO,1500 Metres,2021,0 days 00:03:53.600000
551,Alexandre FIGUEIREDO,1500 Metres,2022,0 days 00:03:46.780000
552,Alexandre FIGUEIREDO,1500 Metres,2023,0 days 00:03:47.170000
553,Alexandre FIGUEIREDO,5000 Metres,2017,0 days 00:14:56.890000
554,Alexandre FIGUEIREDO,5000 Metres,2019,0 days 00:14:20.290000
555,Alexandre FIGUEIREDO,5000 Metres,2021,0 days 00:14:07.020000
556,Alexandre FIGUEIREDO,5000 Metres,2022,0 days 00:14:00.770000
557,Alexandre FIGUEIREDO,5000 Metres,2023,0 days 00:13:56.370000
558,Alexandre FIGUEIREDO,"10,000 Metres",2018,0 days 00:30:49.590000
559,Alexandre FIGUEIREDO,"10,000 Metres",2019,0 days 00:29:57.100000
560,Alexandre FIGUEIREDO,"10,000 Metres",2022,0 days 00:29:31.170000
561,Alexandre FIGUEIREDO,"10,000 Metres",2023,0 days 00:28:58.090000
562,Alexandre FIGUEIREDO,10 Kilometres Road,2020,0 days 00:30:11
563,Alexandre FIGUEIREDO,10 Kilometres Road,2022,0 days 00:29:43
564,Samuel RUSSOM,5000 Metres,2019,0 days 00:15:10.060000
565,Samuel RUSSOM,5000 Metres,2021,0 days 00:14:09.310000
566,Samuel RUSSOM,5000 Metres,2022,0 days 00:13:58.230000
567,Samuel RUSSOM,"10,000 Metres",2020,0 days 00:28:57.010000
568,Samuel RUSSOM,"10,000 Metres",2021,0 days 00:29:00.830000
569,Samuel RUSSOM,"10,000 Metres",2022,0 days 00:28:41.480000
570,Samuel RUSSOM,10 Kilometres Road,2019,0 days 00:30:40
571,Samuel RUSSOM,10 Kilometres Road,2020,0 days 00:28:38
572,Samuel RUSSOM,10 Kilometres Road,2021,0 days 00:29:27
573,Samuel RUSSOM,10 Kilometres Road,2023,0 days 00:28:29
574,Samuel RUSSOM,Half Marathon,2019,0 days 01:06:17
575,Samuel RUSSOM,Half Marathon,2020,0 days 01:03:47
576,Samuel RUSSOM,Half Marathon,2021,0 days 01:03:48
577,Samuel RUSSOM,Half Marathon,2022,0 days 01:02:28
578,Samuel RUSSOM,Half Marathon,2023,0 days 01:03:26
579,Samuel RUSSOM,Marathon,2020,0 days 02:16:14
580,Samuel RUSSOM,Marathon,2021,0 days 02:13:38
581,Samuel RUSSOM,Marathon,2022,0 days 02:09:36
582,Samuel RUSSOM,Marathon,2023,0 days 02:10:29
583,Samuel RUSSOM,Marathon,2024,0 days 02:07:57
584,Dominik ROLLI,5000 Metres,2018,0 days 00:14:59.430000
585,Dominik ROLLI,5000 Metres,2021,0 days 00:13:57.200000
586,Dominik ROLLI,5000 Metres,2022,0 days 00:14:31.600000
587,Dominik ROLLI,5000 Metres,2023,0 days 00:13:51.820000
588,Dominik ROLLI,"10,000 Metres",2020,0 days 00:29:30.800000
589,Dominik ROLLI,"10,000 Metres",2021,0 days 00:29:17.570000
590,Dominik ROLLI,10 Kilometres Road,2019,0 days 00:31:19
591,Dominik ROLLI,10 Kilometres Road,2021,0 days 00:29:22
592,Dominik ROLLI,10 Kilometres Road,2024,0 days 00:29:16
593,Dominik ROLLI,Half Marathon,2021,0 days 01:03:13
594,Dominik ROLLI,Half Marathon,2022,0 days 01:05:00
595,Dominik ROLLI,Half Marathon,2023,0 days 01:03:55
596,Dominik ROLLI,Marathon,2023,0 days 02:14:35
597,Dominik ROLLI,Marathon,2024,0 days 02:16:08
598,Marius KIMUTAI,10 Kilometres Road,2018,0 days 00:28:07
599,Marius KIMUTAI,Half Marathon,2016,0 days 01:04:27
600,Marius KIMUTAI,Marathon,2013,0 days 02:25:15
601,Marius KIMUTAI,Marathon,2014,0 days 02:12:27
602,Marius KIMUTAI,Marathon,2016,0 days 02:05:47
603,Marius KIMUTAI,Marathon,2017,0 days 02:06:04
604,Marius KIMUTAI,Marathon,2018,0 days 02:07:45
605,Marius KIMUTAI,Marathon,2019,0 days 02:09:43
606,Marius KIMUTAI,Marathon,2021,0 days 02:06:54
607,Marius KIMUTAI,Marathon,2022,0 days 02:10:12
608,Marius KIMUTAI,Marathon,2023,0 days 02:05:06
609,Baptiste MISCHLER,1500 Metres,2013,0 days 00:03:51.920000
610,Baptiste MISCHLER,1500 Metres,2014,0 days 00:03:47.220000
611,Baptiste MISCHLER,1500 Metres,2015,0 days 00:03:44.640000
612,Baptiste MISCHLER,1500 Metres,2016,0 days 00:03:39.580000
613,Baptiste MISCHLER,1500 Metres,2017,0 days 00:03:40.630000
614,Baptiste MISCHLER,1500 Metres,2018,0 days 00:03:37.170000
615,Baptiste MISCHLER,1500 Metres,2019,0 days 00:03:38.940000
616,Baptiste MISCHLER,1500 Metres,2020,0 days 00:03:36.390000
617,Baptiste MISCHLER,1500 Metres,2021,0 days 00:03:32.420000
618,Baptiste MISCHLER,1500 Metres,2022,0 days 00:03:36.110000
619,Baptiste MISCHLER,1500 Metres,2023,0 days 00:03:35.310000
620,Baptiste MISCHLER,1500 Metres,2024,0 days 00:03:40.170000
621,Baptiste MISCHLER,5000 Metres,2020,0 days 00:14:58.550000
622,Baptiste MISCHLER,10 Kilometres Road,2017,0 days 00:30:46
623,Baptiste MISCHLER,10 Kilometres Road,2018,0 days 00:30:02
624,Baptiste MISCHLER,10 Kilometres Road,2019,0 days 00:30:40
625,Baptiste MISCHLER,10 Kilometres Road,2023,0 days 00:29:16
626,Elhassane MOUJAHID,1500 Metres,2018,0 days 00:03:55.810000
627,Elhassane MOUJAHID,1500 Metres,2019,0 days 00:03:42.540000
628,Elhassane MOUJAHID,1500 Metres,2020,0 days 00:03:48.320000
629,Elhassane MOUJAHID,1500 Metres,2021,0 days 00:03:38.160000
630,Elhassane MOUJAHID,1500 Metres,2022,0 days 00:03:35.970000
631,Elhassane MOUJAHID,1500 Metres,2023,0 days 00:03:36.580000
632,Edmond KIPNGETICH,5000 Metres,2021,0 days 00:13:59.240000
633,Edmond KIPNGETICH,5000 Metres,2023,0 days 00:13:54.390000
634,Edmond KIPNGETICH,"10,000 Metres",2020,0 days 00:29:14.620000
635,Edmond KIPNGETICH,"10,000 Metres",2021,0 days 00:29:03.020000
636,Edmond KIPNGETICH,"10,000 Metres",2022,0 days 00:28:50.840000
637,Edmond KIPNGETICH,Half Marathon,2018,0 days 01:01:19
638,Edmond KIPNGETICH,Half Marathon,2019,0 days 01:02:07
639,Edmond KIPNGETICH,Half Marathon,2021,0 days 00:59:41
640,Edmond KIPNGETICH,Half Marathon,2022,0 days 00:59:25
641,Edmond KIPNGETICH,Half Marathon,2023,0 days 01:01:16
642,Edmond KIPNGETICH,Half Marathon,2024,0 days 01:01:19
643,Edmond KIPNGETICH,Marathon,2023,0 days 02:06:47
644,Edmond KIPNGETICH,Marathon,2024,0 days 02:07:21
645,Daisuke HOSOMORI,5000 Metres,2018,0 days 00:14:41.140000
646,Daisuke HOSOMORI,5000 Metres,2019,0 days 00:14:55.690000
647,Daisuke HOSOMORI,5000 Metres,2020,0 days 00:13:52.540000
648,Daisuke HOSOMORI,5000 Metres,2021,0 days 00:13:47.940000
649,Daisuke HOSOMORI,5000 Metres,2022,0 days 00:14:17.930000
650,Daisuke HOSOMORI,5000 Metres,2023,0 days 00:13:52.960000
651,Daisuke HOSOMORI,5000 Metres,2024,0 days 00:14:13.060000
652,Daisuke HOSOMORI,"10,000 Metres",2015,0 days 00:29:22.670000
653,Daisuke HOSOMORI,"10,000 Metres",2016,0 days 00:29:07.200000
654,Daisuke HOSOMORI,"10,000 Metres",2017,0 days 00:29:30.980000
655,Daisuke HOSOMORI,"10,000 Metres",2018,0 days 00:29:06.860000
656,Daisuke HOSOMORI,"10,000 Metres",2019,0 days 00:28:49.040000
657,Daisuke HOSOMORI,"10,000 Metres",2020,0 days 00:29:06.570000
658,Daisuke HOSOMORI,"10,000 Metres",2021,0 days 00:27:54.620000
659,Daisuke HOSOMORI,"10,000 Metres",2022,0 days 00:28:43.540000
660,Daisuke HOSOMORI,"10,000 Metres",2023,0 days 00:28:14.660000
661,Daisuke HOSOMORI,"10,000 Metres",2024,0 days 00:28:37.260000
662,Daisuke HOSOMORI,Half Marathon,2014,0 days 01:05:08
663,Daisuke HOSOMORI,Half Marathon,2015,0 days 01:06:13
664,Daisuke HOSOMORI,Half Marathon,2016,0 days 01:03:08
665,Daisuke HOSOMORI,Half Marathon,2018,0 days 01:04:41
666,Daisuke HOSOMORI,Half Marathon,2020,0 days 01:01:05
667,Daisuke HOSOMORI,Half Marathon,2021,0 days 01:02:17
668,Daisuke HOSOMORI,Half Marathon,2023,0 days 01:02:26
669,Daisuke HOSOMORI,Half Marathon,2024,0 days 01:01:01
670,Daisuke HOSOMORI,Marathon,2019,0 days 02:18:36
671,Daisuke HOSOMORI,Marathon,2020,0 days 02:12:24
672,Daisuke HOSOMORI,Marathon,2021,0 days 02:08:28
673,Daisuke HOSOMORI,Marathon,2022,0 days 02:15:44
674,Daisuke HOSOMORI,Marathon,2023,0 days 02:10:22
675,Daisuke HOSOMORI,Marathon,2024,0 days 02:10:40
676,Takuya KITASAKI,5000 Metres,2021,0 days 00:14:20.850000
677,Takuya KITASAKI,5000 Metres,2022,0 days 00:13:50.640000
678,Takuya KITASAKI,5000 Metres,2023,0 days 00:13:50.850000
679,Takuya KITASAKI,"10,000 Metres",2021,0 days 00:28:33.270000
680,Takuya KITASAKI,"10,000 Metres",2022,0 days 00:28:07.100000
681,Takuya KITASAKI,"10,000 Metres",2023,0 days 00:28:42.990000
682,Takuya KITASAKI,Half Marathon,2018,0 days 01:04:33
683,Takuya KITASAKI,Half Marathon,2022,0 days 01:01:48
684,Takuya KITASAKI,Half Marathon,2023,0 days 01:01:55
685,Takuya KITASAKI,Marathon,2024,0 days 02:13:44
686,Sean PETERSON,1500 Metres,2004,0 days 00:03:51.810000
687,Sean PETERSON,1500 Metres,2018,0 days 00:03:53.630000
688,Sean PETERSON,1500 Metres,2019,0 days 00:03:49.160000
689,Sean PETERSON,1500 Metres,2021,0 days 00:03:46.460000
690,Sean PETERSON,1500 Metres,2022,0 days 00:03:39.920000
691,Sean PETERSON,1500 Metres,2023,0 days 00:03:40.390000
692,Sean PETERSON,1500 Metres,2024,0 days 00:03:43.720000
693,Seifu TURA,5000 Metres,2015,0 days 00:13:27.700000
694,Seifu TURA,5000 Metres,2016,0 days 00:13:48.570000
695,Seifu TURA,10 Kilometres Road,2014,0 days 00:30:32
696,Seifu TURA,10 Kilometres Road,2016,0 days 00:29:05
697,Seifu TURA,10 Kilometres Road,2017,0 days 00:29:52
698,Seifu TURA,Half Marathon,2017,0 days 01:02:58
699,Seifu TURA,Half Marathon,2018,0 days 01:00:41
700,Seifu TURA,Half Marathon,2019,0 days 00:59:17
701,Seifu TURA,Half Marathon,2022,0 days 00:58:36
702,Seifu TURA,Half Marathon,2024,0 days 01:00:39
703,Seifu TURA,Marathon,2017,0 days 02:09:26
704,Seifu TURA,Marathon,2018,0 days 02:04:44
705,Seifu TURA,Marathon,2019,0 days 02:08:35
706,Seifu TURA,Marathon,2020,0 days 02:06:26
707,Seifu TURA,Marathon,2021,0 days 02:04:29
708,Seifu TURA,Marathon,2022,0 days 02:04:49
709,Seifu TURA,Marathon,2023,0 days 02:05:29
710,Seifu TURA,Marathon,2024,0 days 02:36:20
711,Abraham CHEROBEN,"10,000 Metres",2016,0 days 00:27:31.860000
712,Abraham CHEROBEN,"10,000 Metres",2017,0 days 00:27:11.080000
713,Abraham CHEROBEN,"10,000 Metres",2018,0 days 00:29:00.290000
714,Abraham CHEROBEN,10 Kilometres Road,2013,0 days 00:29:06
715,Abraham CHEROBEN,10 Kilometres Road,2015,0 days 00:27:35
716,Abraham CHEROBEN,10 Kilometres Road,2016,0 days 00:28:32
717,Abraham CHEROBEN,10 Kilometres Road,2018,0 days 00:28:55
718,Abraham CHEROBEN,10 Kilometres Road,2019,0 days 00:28:17
719,Abraham CHEROBEN,Half Marathon,2012,0 days 01:03:53
720,Abraham CHEROBEN,Half Marathon,2013,0 days 01:00:38
721,Abraham CHEROBEN,Half Marathon,2014,0 days 00:58:48
722,Abraham CHEROBEN,Half Marathon,2015,0 days 00:59:10
723,Abraham CHEROBEN,Half Marathon,2016,0 days 01:00:35
724,Abraham CHEROBEN,Half Marathon,2017,0 days 00:58:40
725,Abraham CHEROBEN,Half Marathon,2018,0 days 01:00:22
726,Abraham CHEROBEN,Half Marathon,2019,0 days 00:59:42
727,Abraham CHEROBEN,Half Marathon,2022,0 days 01:00:19
728,Abraham CHEROBEN,Half Marathon,2023,0 days 01:00:20
729,Abraham CHEROBEN,Marathon,2024,0 days 02:09:20
730,Anatoliy RYBAKOV,1500 Metres,2003,0 days 00:03:57.620000
731,Anatoliy RYBAKOV,5000 Metres,2003,0 days 00:14:13.410000
732,Anatoliy RYBAKOV,5000 Metres,2004,0 days 00:13:54.290000
733,Anatoliy RYBAKOV,5000 Metres,2005,0 days 00:13:49.990000
734,Anatoliy RYBAKOV,5000 Metres,2006,0 days 00:14:12.150000
735,Anatoliy RYBAKOV,5000 Metres,2007,0 days 00:14:09.390000
736,Anatoliy RYBAKOV,5000 Metres,2009,0 days 00:14:06.900000
737,Anatoliy RYBAKOV,5000 Metres,2010,0 days 00:13:55.860000
738,Anatoliy RYBAKOV,5000 Metres,2012,0 days 00:13:30.430000
739,Anatoliy RYBAKOV,5000 Metres,2013,0 days 00:13:47.410000
740,Anatoliy RYBAKOV,5000 Metres,2014,0 days 00:13:44.210000
741,Anatoliy RYBAKOV,5000 Metres,2015,0 days 00:13:35.430000
742,Anatoliy RYBAKOV,5000 Metres,2016,0 days 00:13:32.120000
743,Anatoliy RYBAKOV,5000 Metres,2017,0 days 00:13:30.240000
744,Anatoliy RYBAKOV,5000 Metres,2018,0 days 00:13:26.250000
745,Anatoliy RYBAKOV,5000 Metres,2019,0 days 00:13:26.350000
746,Anatoliy RYBAKOV,5000 Metres,2020,0 days 00:13:36.810000
747,Anatoliy RYBAKOV,5000 Metres,2021,0 days 00:13:21.900000
748,Anatoliy RYBAKOV,5000 Metres,2022,0 days 00:13:16.630000
749,Anatoliy RYBAKOV,5000 Metres,2023,0 days 00:13:34.500000
750,Anatoliy RYBAKOV,"10,000 Metres",2003,0 days 00:29:29.300000
751,Anatoliy RYBAKOV,"10,000 Metres",2004,0 days 00:30:22.170000
752,Anatoliy RYBAKOV,"10,000 Metres",2007,0 days 00:28:47.640000
753,Anatoliy RYBAKOV,"10,000 Metres",2008,0 days 00:28:05.750000
754,Anatoliy RYBAKOV,"10,000 Metres",2009,0 days 00:28:19.390000
755,Anatoliy RYBAKOV,"10,000 Metres",2010,0 days 00:28:46.260000
756,Anatoliy RYBAKOV,"10,000 Metres",2011,0 days 00:29:29.300000
757,Anatoliy RYBAKOV,"10,000 Metres",2012,0 days 00:28:50.750000
758,Anatoliy RYBAKOV,"10,000 Metres",2013,0 days 00:28:36.880000
759,Anatoliy RYBAKOV,"10,000 Metres",2014,0 days 00:28:03.590000
760,Anatoliy RYBAKOV,"10,000 Metres",2015,0 days 00:28:22.010000
761,Anatoliy RYBAKOV,"10,000 Metres",2016,0 days 00:28:23.040000
762,Anatoliy RYBAKOV,"10,000 Metres",2017,0 days 00:28:01.930000
763,Anatoliy RYBAKOV,"10,000 Metres",2018,0 days 00:28:47.370000
764,Anatoliy RYBAKOV,"10,000 Metres",2019,0 days 00:28:18.910000
765,Anatoliy RYBAKOV,"10,000 Metres",2020,0 days 00:28:18.890000
766,Anatoliy RYBAKOV,"10,000 Metres",2021,0 days 00:27:56.660000
767,Anatoliy RYBAKOV,"10,000 Metres",2022,0 days 00:28:22.990000
768,Anatoliy RYBAKOV,"10,000 Metres",2023,0 days 00:28:41.340000
769,Anatoliy RYBAKOV,Half Marathon,2006,0 days 01:06:31
770,Anatoliy RYBAKOV,Half Marathon,2007,0 days 01:03:23
771,Anatoliy RYBAKOV,Half Marathon,2007,0 days 01:03:23
772,Anatoliy RYBAKOV,Half Marathon,2008,0 days 01:02:54
773,Anatoliy RYBAKOV,Half Marathon,2009,0 days 01:04:43
774,Anatoliy RYBAKOV,Half Marathon,2010,0 days 01:04:03
775,Anatoliy RYBAKOV,Half Marathon,2011,0 days 01:03:08
776,Anatoliy RYBAKOV,Half Marathon,2012,0 days 01:05:13
777,Anatoliy RYBAKOV,Half Marathon,2013,0 days 01:05:41
778,Anatoliy RYBAKOV,Half Marathon,2015,0 days 01:03:36
779,Anatoliy RYBAKOV,Half Marathon,2016,0 days 01:03:19
