Name,Races
Héctor GARIBAY,"[['1500 Metres', 'Year Performance Venue Date', '2022 4:02.80 Cochabamba (BOL) 04 JUN 2022'], ['3000 Metres', 'Year Performance Venue Date', '2020 8:43.95 Cochabamba (BOL) (i) 19 JAN 2020', '2022 8:49.58 Cochabamba (BOL) 05 JUN 2022'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2020 8:43.95 Cochabamba (BOL) (i) 19 JAN 2020'], ['5000 Metres', 'Year Performance Venue Date', '2018 14:59.81 Santa Cruz (BOL) 14 JUL 2018', '2019 14:17.11 Cochabamba (BOL) 06 APR 2019', '2020 14:30.90 Montevideo (URU) 08 DEC 2020', '2022 15:40.09 Cochabamba (BOL) 28 MAY 2022'], ['10,000 Metres', 'Year Performance Venue Date', '2018 30:52.81 Tarija (BOL) 15 APR 2018', '2020 29:52.36 Montevideo (URU) 05 DEC 2020', '2021 30:21.18 Cochabamba (BOL) 03 APR 2021', '2022 29:35.87 Asunción (PAR) 14 OCT 2022'], ['15 Kilometres Road', 'Year Performance Venue Date', '2019 47:15 São Paulo (BRA) 31 DEC 2019', '2021 45:15 São Paulo (BRA) 31 DEC 2021', '2023 46:07 São Paulo (BRA) 31 DEC 2023'], ['Half Marathon', 'Year Performance Venue Date', '2024 1:03:29 Rio de Janeiro (BRA) 05 MAY 2024'], ['Marathon', 'Year Performance Venue Date', '2021 2:11:58 Buenos Aires (ARG) 10 OCT 2021', '2022 2:09:08 Sevilla (ESP) 20 FEB 2022', '2023 2:07:44 Sevilla (ESP) 19 FEB 2023']]"
Vincent Kibet LANGAT,"[['5000 Metres', 'Year Performance Venue Date', '2023 13:45.75 Nyayo National Stadium, Nairobi (KEN) 24 JUN 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2023 28:43.21 Moi International Sports Centre, Kasarani, Nairobi (KEN) 13 MAY 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2024 27:11 Adi-Dassler-Straße 1, Herzogenaurach (GER) 27 APR 2024']]"
Kiseki SHIOZAWA,"[['1500 Metres', 'Year Performance Venue Date', '2017 3:48.09 Yokohama (JPN) 25 MAY 2017', '2018 3:55.29 Sagamihara (JPN) 24 MAY 2018'], ['3000 Metres', 'Year Performance Venue Date', '2015 8:19.54 Kobe (JPN) 26 APR 2015', '2020 8:23.60 Kamogawa (JPN) 27 SEP 2020', '2021 7:58.68 Komazawa Olympic Park Athletic Stadium, Tokyo (JPN) 03 APR 2021', '2022 8:02.29 Juntendo University Stadium, Inzai (JPN) 26 MAR 2022', '2023 8:02.58 International Stadium, Yokohama (JPN) 21 MAY 2023'], ['5000 Metres', 'Year Performance Venue Date', '2015 14:05.61 Wakayama (JPN) 01 AUG 2015', '2016 13:58.49 Yokohama (JPN) 04 DEC 2016', '2017 13:57.03 Yokohama (JPN) 24 SEP 2017', '2018 14:13.94 Yokohama (JPN) 21 OCT 2018', '2019 14:05.45 Abashiri (JPN) 22 JUL 2019', '2020 13:33.44 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 28 FEB 2020', '2021 13:32.06 Yanmar Stadium Nagai, Osaka (JPN) 24 JUN 2021', '2022 13:31.31 Egao Kenko Stadium, Kumamoto (JPN) 09 APR 2022', '2023 13:24.44 Yanmar Stadium Nagai, Osaka (JPN) 01 JUN 2023', '2024 13:52.40 Egao Kenko Stadium, Kumamoto (JPN) 13 APR 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2020 13:33.44 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 28 FEB 2020'], ['10,000 Metres', 'Year Performance Venue Date', '2017 28:36.15 Saitama (JPN) 21 OCT 2017', '2019 28:16.17 NITTAIDAI Athletic Stadium, Yokohama (JPN) 16 NOV 2019', '2020 28:08.83 Yanmar Stadium Nagai, Osaka (JPN) 04 DEC 2020', '2021 28:11.75 Athletic Track, Abashiri (JPN) 10 JUL 2021', '2022 28:35.78 Athletics Stadium, Konosu (JPN) 22 OCT 2022', '2023 29:00.95 Athletics Stadium, Fukagawa (JPN) 05 JUL 2023'], ['5 Kilometres Road', 'Year Performance Venue Date', '2023 13:57 Tokyo (JPN) 26 MAR 2023'], ['Half Marathon', 'Year Performance Venue Date', '2023 1:01:43 Ishin Me-Life Stadium, Yamaguchi (JPN) 12 FEB 2023']]"
Geofrey KUSURO,"[['1500 Metres', 'Year Performance Venue Date', '2009 3:42.0h Kampala (UGA) 24 JUL 2009'], ['3000 Metres', 'Year Performance Venue Date', '2007 7:54.08 Wattenscheid, Bochum (GER) 12 AUG 2007', '2008 7:58.58 Torino (ITA) 06 JUN 2008', '2011 7:41.36 Strasbourg (FRA) 12 JUN 2011'], ['5000 Metres', 'Year Performance Venue Date', '2005 14:02.4h Kyambogo (UGA) 29 JUL 2005', '2006 13:49.1h Bugembe (UGA) 29 JUL 2006', '2007 13:42.0h Kampala (UGA) 01 JUN 2007', '2008 13:18.38 FBK Stadium, Hengelo (NED) 24 MAY 2008', '2009 13:28.48 Olympiastadion, Berlin (GER) 20 AUG 2009', '2010 13:40.82 Rovereto (ITA) 31 AUG 2010', '2011 13:12.32 Barcelona (ESP) 22 JUL 2011', '2012 13:59.74 Olympic Stadium, London (GBR) 08 AUG 2012', '2013 13:33.57 Kampala (UGA) 20 JUL 2013'], ['10 Kilometres Road', 'Year Performance Venue Date', '2006 32:49 Bukwa (UGA) 22 JAN 2006', '2007 28:18 Marseille (FRA) 01 MAY 2007', '2010 28:52 Bengaluru (IND) 16 MAY 2010', '2011 30:30 Castelbuono (ITA) 26 JUL 2011', '2013 28:43 Rennes (FRA) 13 OCT 2013', '2014 28:13 Praha (CZE) 06 SEP 2014', '2016 29:29 Praha (CZE) 10 SEP 2016', '2018 28:56 Langueux (FRA) 16 JUN 2018'], ['15 Kilometres Road', 'Year Performance Venue Date', '2018 43:03 Valencia (ESP) 02 JUN 2018'], ['Half Marathon', 'Year Performance Venue Date', '2013 1:02:46 Nairobi (KEN) 07 JUL 2013', '2014 1:00:41 København (DEN) 29 MAR 2014', '2015 1:02:34 Yangzhou (CHN) 19 APR 2015', '2016 1:03:51 Yangzhou (CHN) 24 APR 2016', '2017 1:01:15 Ostia (ITA) 12 MAR 2017', '2018 1:02:21 Porto (POR) 16 SEP 2018', '2019 59:54 Montbéliard (FRA) 29 SEP 2019', '2020 59:56 Santa Pola (ESP) 19 JAN 2020'], ['Marathon', 'Year Performance Venue Date', '2017 2:18:25 Wien (AUT) 23 APR 2017', '2018 2:10:53 Ljubljana (SLO) 28 OCT 2018', '2019 2:08:46 Kobe (JPN) 17 NOV 2019', '2021 2:09:53 Enschede (NED) 18 APR 2021', '2022 2:09:23 Madrid (ESP) 24 APR 2022', '2023 2:10:29 Madrid (ESP) 23 APR 2023']]"
Kevin MCDERMOTT,"[['800 Metres', 'Year Performance Venue Date', '2021 1:58.44 Mcarthur Field, Monmouth, OR (USA) 10 APR 2021', '2022 1:55.16 Rashpal Dhillon Oval, Vancouver (CAN) 26 MAR 2022', '2023 1:58.61 Rashpal Dhillon Oval, Vancouver (CAN) 25 MAR 2023'], ['1500 Metres', 'Year Performance Venue Date', '2021 3:48.96 UW Husky Track, Seattle, WA (USA) 07 MAY 2021', '2022 3:48.46 Rashpal Dhillon Oval, Vancouver (CAN) 26 MAR 2022', '2023 3:48.17 Griswold Stadium, Portland, OR (USA) 06 MAY 2023', '2024 3:46.54 Griswold Stadium, Portland, OR (USA) 04 MAY 2024'], ['Mile', 'Year Performance Venue Date', '2022 4:09.40 Civic Stadium, Bellingham, WA (USA) 30 APR 2022', '2024 4:02.13 Dempsey Indoor, Seattle, WA (USA) (i) 27 JAN 2024'], ['Mile Short Track', 'Year Performance Venue Date', '2022 4:10.37 The Podium, Spokane, WA (USA) (i) 05 FEB 2022', '2024 4:06.63 The Podium, Spokane, WA (USA) (i) 20 FEB 2024'], ['3000 Metres', 'Year Performance Venue Date', '2022 8:19.37 Dempsey Indoor, Seattle, WA (USA) (i) 15 JAN 2022', '2024 7:59.27 Dempsey Indoor, Seattle, WA (USA) 09 FEB 2024'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2024 8:25.11 The Podium, Spokane, WA (USA) (i) 20 FEB 2024'], ['5000 Metres', 'Year Performance Venue Date', '2021 14:33.21 Civic Stadium, Bellingham, WA (USA) 01 MAY 2021', '2022 14:26.03 Dempsey Indoor, Seattle, WA (USA) (i) 11 FEB 2022', '2023 14:09.26 Cougar Athletic Stadium, Azusa, CA (USA) 14 APR 2023', '2024 13:50.77 Dempsey Indoor, Seattle, WA (USA) (i) 26 JAN 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2021 15:12.11 The Podium, Spokane, WA (USA) (i) 11 DEC 2021', '2022 14:52.36 The Podium, Spokane, WA (USA) (i) 21 FEB 2022', '2024 14:16.91 Robert W. Plaster Center, Pittsburg, KS (USA) (i) 08 MAR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2021 30:46.49 Puget Sound’s Baker Stadium., Tacoma, WA (USA) 26 MAR 2021', '2022 32:07.43 Puget Sound’s Baker Stadium., Tacoma, WA (USA) 05 MAR 2022', '2023 29:48.23 Hayward Field, Eugene, OR (USA) 17 MAR 2023'], ['Distance Medley', 'Year Performance Venue Date', '2022 9:54.14 Dempsey Indoor, Seattle, WA (USA) (i) 28 JAN 2022', '2024 9:46.78 Dempsey Indoor, Seattle, WA (USA) (i) 24 FEB 2024'], ['Distance Medley Short Track', 'Year Performance Venue Date', '2022 9:50.83 The Podium, Spokane, WA (USA) (i) 04 FEB 2022']]"
Zakaria BOUFALJAT,"[['800 Metres', 'Year Performance Venue Date', '2017 1:58.67 Huelva (ESP) 14 JUN 2017'], ['1500 Metres', 'Year Performance Venue Date', '2019 3:46.89 Huelva (ESP) 20 JUN 2019', '2021 3:44.76 Estadio de la Juventud de Granada, Granada (ESP) 30 MAY 2021'], ['3000 Metres', 'Year Performance Venue Date', '2017 8:38.93 Sevilla (ESP) 23 DEC 2017', '2018 8:49.31 Antequera (ESP) (i) 27 JAN 2018', '2019 8:29.47 Madrid (ESP) 11 MAY 2019', '2020 8:16.93 Huelva (ESP) 22 AUG 2020', '2021 8:11.85 Nerja (ESP) 02 JAN 2021', '2022 8:23.44 Villafranca de los Barros (ESP) 14 MAY 2022', '2023 8:05.66 Estadio Vallehermoso, Madrid (ESP) 10 JUN 2023'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2018 8:49.31 Antequera (ESP) (i) 27 JAN 2018', '2022 8:26.29 Gallur, Madrid (ESP) (i) 12 FEB 2022'], ['5000 Metres', 'Year Performance Venue Date', '2019 14:42.39 Málaga (ESP) 22 JUN 2019', '2020 14:29.24 Torremolinos (ESP) 29 AUG 2020', '2021 13:50.77 Estadio Iberoamericano, Huelva (ESP) 03 JUN 2021', '2022 13:44.74 Estadio Enrique Lopez Cuenca, Nerja (ESP) 04 MAY 2022', ""2023 13:46.81 Pistes d'atletisme Gaetà Huguet, Castellón (ESP) 14 JUN 2023""], ['10,000 Metres', 'Year Performance Venue Date', '2021 29:20.72 Torrevieja (ESP) 10 APR 2021', '2022 28:21.55 Pista Municipal de Faro, Faro (POR) 09 APR 2022', '2023 29:00.21 Pista Los Silos, Burjassot (ESP) 25 MAR 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2022 28:44 Valencia (ESP) 09 JAN 2022', '2023 29:29 Huelva (ESP) 15 APR 2023']]"
Joel REICHOW,"[['1500 Metres', 'Year Performance Venue Date', '2013 3:59.44 Norwalk, CA (USA) 20 APR 2013', '2014 3:59.22 Lincoln, NE (USA) 12 APR 2014', '2016 3:51.75 Azusa, CA (USA) 15 APR 2016', '2017 3:55.43 Sioux Falls, SD (USA) 08 APR 2017', '2017 3:55.43 Vermillion, SD (USA) 08 APR 2017'], ['Mile', 'Year Performance Venue Date', '2013 4:15.85 Lincoln, NE (USA) (i) 15 FEB 2013', '2014 4:19.92 Minneapolis, MN (USA) (i) 25 JAN 2014', '2015 4:10.47 Minneapolis, MN (USA) (i) 31 JAN 2015', '2016 4:20.78 Brookings, SD (USA) (i) 13 FEB 2016', '2017 4:15.58 Brookings, SD (USA) (i) 21 JAN 2017'], ['Mile Short Track', 'Year Performance Venue Date', '2013 4:15.85 Lincoln, NE (USA) (i) 15 FEB 2013', '2014 4:19.92 Minneapolis, MN (USA) (i) 25 JAN 2014', '2015 4:10.47 Minneapolis, MN (USA) (i) 31 JAN 2015'], ['3000 Metres', 'Year Performance Venue Date', '2013 8:38.01 Ames, IA (USA) (i) 08 FEB 2013', '2014 8:23.39 Ames, IA (USA) (i) 01 FEB 2014', '2015 8:24.95 Fargo, ND (USA) (i) 27 FEB 2015', '2016 8:31.13 Brookings, SD (USA) (i) 19 FEB 2016', '2017 8:13.93 Lincoln, NE (USA) (i) 04 FEB 2017', '2018 8:08.57 Iowa City, IA (USA) (i) 27 JAN 2018', '2019 8:13.47 Minneapolis, MN (USA) (i) 26 JAN 2019', '2020 8:20.53 Minnesota Fieldhouse, Minneapolis, MN (USA) (i) 11 JAN 2020'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2014 8:24.35 Fort Wayne, IN (USA) (i) 28 FEB 2014', '2015 8:24.95 Fargo, ND (USA) (i) 27 FEB 2015', '2017 8:13.93 Lincoln, NE (USA) (i) 04 FEB 2017', '2018 8:08.57 Iowa City, IA (USA) (i) 27 JAN 2018', '2019 8:13.47 Minneapolis, MN (USA) (i) 26 JAN 2019', '2020 8:20.53 Minnesota Fieldhouse, Minneapolis, MN (USA) (i) 11 JAN 2020'], ['5000 Metres', 'Year Performance Venue Date', '2013 14:43.88 Columbia, MO (USA) 22 MAR 2013', '2014 14:39.42 Fort Wayne, IN (USA) (i) 01 MAR 2014', '2015 14:42.88 Brookings, SD (USA) (i) 13 FEB 2015', '2016 14:16.71 Azusa, CA (USA) 14 APR 2016', '2017 13:53.05 Des Moines, IA (USA) 27 APR 2017', '2019 14:15.04 Torrance, CA (USA) 19 APR 2019', '2021 13:54.39 Drake Stadium, Des Moines, IA (USA) 23 APR 2021', '2022 13:58.27 Drake Stadium, Des Moines, IA (USA) 28 APR 2022'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2014 14:39.42 Fort Wayne, IN (USA) (i) 01 MAR 2014', '2015 14:45.21 Fargo, ND (USA) (i) 28 FEB 2015'], ['10,000 Metres', 'Year Performance Venue Date', '2014 30:38.93 Walnut, CA (USA) 17 APR 2014', '2016 28:55.84 Palo Alto, CA (USA) 01 APR 2016', '2017 28:56.24 Palo Alto, CA (USA) 31 MAR 2017', '2018 29:28.10 Drake Stadium, Des Moines, IA (USA) 21 JUN 2018', '2019 28:42.35 San Francisco, CA (USA) 28 MAR 2019', '2021 28:23.93 Irvine, CA (USA) 14 MAY 2021', '2022 28:56.53 JSerra Catholic HS, San Juan Capistrano, CA (USA) 06 MAY 2022'], ['5 Kilometres Road', 'Year Performance Venue Date', '2018 14:32 Minneapolis, MN (USA) 28 MAY 2018', '2020 14:51 Chaska, MN (USA) 26 AUG 2020'], ['10 Kilometres Road', 'Year Performance Venue Date', '2021 29:13 Des Moines, IA (USA) 11 APR 2021'], ['15 Kilometres Road', 'Year Performance Venue Date', '2021 45:09 Jacksonville, FL (USA) 20 MAR 2021', '2022 45:51 Jacksonville, FL (USA) 05 MAR 2022', '2023 47:59 Jacksonville, FL (USA) 04 MAR 2023'], ['10 Miles Road', 'Year Performance Venue Date', '2018 48:41 St. Paul (USA) 07 OCT 2018', '2021 47:36 Washington, DC (USA) 12 SEP 2021', '2022 48:11 Washington, DC (USA) 02 APR 2022', '2023 48:53 Washington Monument Grounds, Washington, DC (USA) 02 APR 2023'], ['20 Kilometres Road', 'Year Performance Venue Date', '2022 1:02:07 New Haven, CT (USA) 05 SEP 2022', '2023 1:04:16 New Haven, CT (USA) 04 SEP 2023'], ['Half Marathon', 'Year Performance Venue Date', '2020 1:02:38 Houston, TX (USA) 19 JAN 2020', '2021 1:03:38 Hardeeville, SC (USA) 05 DEC 2021', '2022 1:04:39 Duluth, MN (USA) 18 JUN 2022', '2023 1:02:30 Duluth, MN (USA) 17 JUN 2023', '2024 1:03:16 Houston, TX (USA) 14 JAN 2024'], ['25 Kilometres Road', 'Year Performance Venue Date', '2023 1:17:12 Grand Rapids, MI (USA) 13 MAY 2023'], ['Marathon', 'Year Performance Venue Date', '2020 2:15:45 Chandler, AZ (USA) 20 DEC 2020', '2023 2:10:37 Chicago, IL (USA) 08 OCT 2023', '2024 2:16:37 Orlando, FL (USA) 03 FEB 2024'], ['Distance Medley', 'Year Performance Venue Date', '2016 9:56.95 Des Moines, IA (USA) 30 APR 2016']]"
Bravin Kipkogei KIPTOO,"[['5000 Metres', 'Year Performance Venue Date', '2020 13:42.8h Moi International Sports Centre, Kasarani, Nairobi (KEN) 05 MAR 2020', '2023 13:34.91 Ulinzi Sports Complex, Langata, Nairobi (KEN) 26 MAY 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2019 28:11.69 Kitale (KEN) 03 AUG 2019'], ['5 Kilometres Road', 'Year Performance Venue Date', '2022 13:38 Herzogenaurach (GER) 30 APR 2022'], ['10 Kilometres Road', 'Year Performance Venue Date', '2019 27:12 Praha (CZE) 07 SEP 2019', '2022 28:49 Boston, MA (USA) 26 JUN 2022', '2023 27:19 Lille (FRA) 18 NOV 2023', '2024 27:53 Valencia (ESP) 14 JAN 2024'], ['Half Marathon', 'Year Performance Venue Date', '2020 59:37 Valencia (ESP) 06 DEC 2020', '2023 1:03:16 Lisboa (POR) 12 MAR 2023', '2024 1:01:10 Lisboa (POR) 17 MAR 2024']]"
Tadesse GETAHON,"[['1500 Metres', 'Year Performance Venue Date', '2017 3:49.69 Tel Aviv (ISR) 26 APR 2017', '2018 3:47.30 Tel Aviv (ISR) 04 JUL 2018', '2019 3:50.09 Tel Aviv (ISR) 04 MAY 2019', '2023 3:45.92 Stadion Śląski, Chorzów (POL) 21 JUN 2023'], ['3000 Metres', 'Year Performance Venue Date', '2019 8:20.66 Tel Aviv (ISR) 02 FEB 2019', '2020 8:15.91 Tel Aviv (ISR) 01 FEB 2020', '2023 7:57.80 Hadar Yosef Stadium, Tel Aviv (ISR) 11 JUN 2023'], ['5000 Metres', 'Year Performance Venue Date', '2017 14:16.75 Tel Aviv (ISR) 06 MAY 2017', '2018 13:56.19 Tel Aviv (ISR) 02 JUN 2018', '2019 13:59.63 Tel Aviv (ISR) 01 JUN 2019', '2020 14:22.12 Tel Aviv (ISR) 04 JUL 2020', '2023 13:39.65 Hadar Yosef Stadium, Tel Aviv (ISR) 27 APR 2023', '2024 13:35.14 Hadar Yosef Stadium, Tel Aviv (ISR) 25 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2016 30:56.82 Tel Aviv (ISR) 16 JAN 2016', '2017 29:46.05 Tel Aviv (ISR) 20 APR 2017', '2018 28:57.35 Tel Aviv (ISR) 26 APR 2018', '2019 28:21.88 Tel Aviv (ISR) 24 APR 2019', '2020 28:18.73 Tel Aviv (ISR) 06 DEC 2020', '2023 27:33.99 Parliament Hill Fields Athletics Track, London (GBR) 20 MAY 2023', '2024 27:46.79 Hadar Yosef Stadium, Tel Aviv (ISR) 18 APR 2024'], ['5 Kilometres Road', 'Year Performance Venue Date', '2021 13:44 Tel Aviv (ISR) 07 JAN 2021'], ['10 Kilometres Road', 'Year Performance Venue Date', '2018 29:55 Hasharon (ISR) 17 NOV 2018', '2019 29:50 See Genezareth (ISR) 04 JAN 2019', '2020 28:58 Tiberias (ISR) 03 JAN 2020', '2024 28:12 Valencia (ESP) 14 JAN 2024'], ['15 Kilometres Road', 'Year Performance Venue Date', '2020 44:39 Tel Aviv (ISR) 18 SEP 2020'], ['Half Marathon', 'Year Performance Venue Date', '2019 1:02:38 Valencia (ESP) 27 OCT 2019', '2020 1:00:52 Gdynia (POL) 17 OCT 2020', '2023 1:01:34 Riga (LAT) 01 OCT 2023', '2024 1:01:01 Den Haag (NED) 10 MAR 2024']]"
Benard KIMELI,"[['5000 Metres', 'Year Performance Venue Date', '2018 13:17.65 Nobeoka (JPN) 05 MAY 2018', '2019 13:21.48 Aoba Park Athletic Field, Chitose (JPN) 06 JUL 2019', '2020 13:16.61 Athletics Stadium, Fukagawa (JPN) 08 JUL 2020', '2022 13:36.08 NITTAIDAI Athletic Stadium, Yokohama (JPN) 02 JUL 2022'], ['10,000 Metres', 'Year Performance Venue Date', '2017 28:09.46 Mestský Stadion, Ostrava (CZE) 28 JUN 2017', '2018 27:26.27 Machida (JPN) 24 NOV 2018', '2019 27:53.32 Nyayo National Stadium, Nairobi (KEN) 22 AUG 2019', '2021 28:59.94 International Budo University Athletics Stadium, Katsuura (JPN) 23 OCT 2021', '2022 27:20.84 NITTAIDAI Athletic Stadium, Yokohama (JPN) 01 OCT 2022', '2023 27:30.71 Nagaragawa Stadium, Gifu (JPN) 23 SEP 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2017 27:10 Praha (CZE) 09 SEP 2017', '2018 27:50 Praha (CZE) 08 SEP 2018', '2019 27:29 Praha (CZE) 07 SEP 2019', '2020 27:12 Valencia (ESP) 12 JAN 2020'], ['15 Kilometres Road', 'Year Performance Venue Date', '2017 43:55 Kabarak (KEN) 24 JUL 2017', '2018 44:31 Kabarak (KEN) 27 FEB 2018'], ['Half Marathon', 'Year Performance Venue Date', '2018 59:47 Praha (CZE) 07 APR 2018', '2019 59:07 Praha (CZE) 06 APR 2019', '2020 59:42 Gdynia (POL) 17 OCT 2020', '2022 59:32 Herzogenaurach (GER) 30 APR 2022', '2023 1:00:40 Praha (CZE) 01 APR 2023'], ['Marathon', 'Year Performance Venue Date', '2021 2:10:50 Berlin (GER) 26 SEP 2021', '2024 2:08:34 Tokyo (JPN) 03 MAR 2024']]"
Taishi ITO,"[['1500 Metres', 'Year Performance Venue Date', '2020 3:57.72 Athletic Stadium, Saku (JPN) 25 JUL 2020', '2023 3:52.97 Tsueng Kwan O Sports Ground, Hong Kong (HKG) 11 MAR 2023'], ['3000 Metres', 'Year Performance Venue Date', '2018 8:27.32 Fukui (JPN) 09 OCT 2018', '2021 8:21.47 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 28 MAR 2021', '2022 8:12.89 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 24 MAR 2022', '2023 8:16.19 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 25 MAR 2023', '2024 7:58.64 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 30 MAR 2024'], ['5000 Metres', 'Year Performance Venue Date', '2018 14:32.50 Yokohama (JPN) 21 OCT 2018', '2019 14:01.18 Prefectural Kasamatsu Stadium, Hitachinaka (JPN) 06 OCT 2019', '2020 13:36.57 NITTAIDAI Athletic Stadium, Yokohama (JPN) 15 NOV 2020', '2021 13:55.34 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 29 SEP 2021', '2022 13:35.70 Nishishina Athletic Stadium, Nobeoka (JPN) 04 MAY 2022', '2023 13:36.11 Egao Kenko Stadium, Kumamoto (JPN) 08 APR 2023', '2024 13:28.67 Municipal Stadium, Hiroshima (JPN) 29 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2020 29:42.24 Athletics Stadium, Konosu (JPN) 21 NOV 2020', '2022 30:40.63 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 10 APR 2022'], ['10 Kilometres Road', 'Year Performance Venue Date', '2021 30:08 Sapporo (JPN) 05 MAY 2021', '2023 29:29 Praha (CZE) 02 SEP 2023'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:03:49 Tachikawa (JPN) 15 OCT 2022', '2023 1:01:50 Marugame (JPN) 05 FEB 2023', '2024 1:04:54 New York, NY (USA) 17 MAR 2024'], ['30 Kilometres Road', 'Year Performance Venue Date', '2023 1:39:42 Ohme (JPN) 19 FEB 2023']]"
Boaz KIPRUGUT,"[['800 Metres', 'Year Performance Venue Date', '2015 1:48.95 Nairobi (KEN) 17 JUN 2015', '2016 1:44.64 Nairobi (KEN) 28 MAY 2016', '2017 1:47.00 Djibouti (DJI) 25 MAR 2017', '2018 1:45.22 Nairobi (KEN) 23 JUN 2018', '2019 1:48.01 Liège (BEL) 17 JUL 2019', '2020 1:48.19 Paul-Greifzu-Stadion, Dessau (GER) 08 SEP 2020', '2021 1:46.37 Moi International Sports Centre, Kasarani, Nairobi (KEN) 12 MAR 2021', '2022 1:47.67 Nyayo National Stadium, Nairobi (KEN) 05 MAR 2022'], ['1500 Metres', 'Year Performance Venue Date', '2016 3:39.46 Dar-es-Salaam (TAN) 29 APR 2016', '2017 3:36.47 FBK Stadium, Hengelo (NED) 11 JUN 2017', '2018 3:37.81 Rehlingen (GER) 20 MAY 2018', '2019 3:36.85 Nairobi (KEN) 22 JUN 2019', '2020 3:36.97 Stadion De Veen, Heusden-Zolder (BEL) 06 SEP 2020', '2021 3:35.26 Stadion Juliska, Praha (CZE) 07 JUN 2021', '2022 3:40.19 Moi International Sports Centre, Kasarani, Nairobi (KEN) 07 MAY 2022', '2023 3:39.34 Stade Naimette-Xhovémont, Liège (BEL) 12 JUL 2023', '2024 3:42.01 Nyayo National Stadium, Nairobi (KEN) 06 MAR 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', ""2020 3:39.95 L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i) 09 FEB 2020"", '2021 3:41.50 Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i) 14 FEB 2021', '2022 3:40.75 Hartwig-Gauder-Halle, Erfurt (GER) (i) 01 FEB 2022', '2023 3:39.55 Hartwig-Gauder-Halle, Erfurt (GER) (i) 03 FEB 2023']]"
Harman JOT SINGH,"[['5000 Metres', 'Year Performance Venue Date', '2019 14:50.79 Ranchi (IND) 12 OCT 2019', '2021 14:27.39 Patiala (IND) 19 MAR 2021', '2022 14:14.76 Jalahalli (IND) 06 SEP 2022', '2023 13:44.25 Kalinga Stadium, Bhubaneshwar (IND) 19 JUN 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2021 30:35.26 Patiala (IND) 15 MAR 2021', '2022 30:06.15 CH Muhammed Koya Stadium, Thenhipalam (IND) 02 APR 2022', '2023 29:14.31 Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND) 15 MAY 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2022 30:12 Bengaluru (IND) 15 MAY 2022', '2023 30:00 Bengaluru (IND) 21 MAY 2023', '2024 29:57 Bengaluru (IND) 28 APR 2024']]"
Dan KIPLANGAT,"[['1500 Metres', 'Year Performance Venue Date', '2023 3:46.70 Municipal Stadium, Miyoshi (JPN) 21 MAY 2023'], ['3000 Metres', 'Year Performance Venue Date', '2020 7:49.03 Athletics Stadium, Shibetsu (JPN) 04 JUL 2020'], ['5000 Metres', 'Year Performance Venue Date', '2017 14:37.1h Nyahururu (KEN) 06 MAY 2017', '2019 13:50.82 Aoba Park Athletic Field, Chitose (JPN) 06 JUL 2019', '2020 13:34.98 Municipal Stadium, Miyoshi (JPN) 12 SEP 2020', '2021 13:25.76 Yanmar Stadium Nagai, Osaka (JPN) 26 SEP 2021', '2022 13:28.72 NITTAIDAI Athletic Stadium, Yokohama (JPN) 05 JUN 2022', '2023 13:19.00 Nishishina Athletic Stadium, Nobeoka (JPN) 04 MAY 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2017 30:59.1h Mombasa (KEN) 08 JUN 2017', '2019 28:23.64 Fukagawa (JPN) 09 JUL 2019', '2020 27:59.95 Athletics Stadium, Fukagawa (JPN) 08 JUL 2020', '2022 27:48.81 Nagaragawa Stadium, Gifu (JPN) 24 SEP 2022', '2023 27:46.97 Nagaragawa Stadium, Gifu (JPN) 23 SEP 2023']]"
