Name,Races
Wisley KIBICHII,"[['15 Kilometres Road', 'Year Performance Venue Date', '2022 43:39 Le Puy-en-Velay (FRA) 01 MAY 2022'], ['Half Marathon', 'Year Performance Venue Date', '2019 1:06:26 Praha (CZE) 06 APR 2019', '2021 59:57 Madrid (ESP) 14 NOV 2021', '2022 1:00:28 Napoli (ITA) 27 FEB 2022', '2023 1:02:34 Napoli (ITA) 26 FEB 2023', '2024 1:04:37 Yangzhou (CHN) 31 MAR 2024']]"
Rick VAN RIEL,"[['400 Metres', 'Year Performance Venue Date', '2022 49.77 Omnisport, Apeldoorn (NED) (i) 05 FEB 2022', '2023 50.27 Omnisport, Apeldoorn (NED) (i) 28 JAN 2023'], ['400 Metres Short Track', 'Year Performance Venue Date', '2022 49.77 Omnisport, Apeldoorn (NED) (i) 05 FEB 2022', '2023 50.27 Omnisport, Apeldoorn (NED) (i) 28 JAN 2023'], ['800 Metres', 'Year Performance Venue Date', '2017 1:55.88 Leiden (NED) 17 JUN 2017', '2018 1:54.74 Oordegem (BEL) 26 MAY 2018', '2019 1:50.76 Putbosstadion, Oordegem (BEL) 25 MAY 2019', '2020 1:50.15 Sportcomplex De Leidse Hout, Leiden (NED) 19 SEP 2020', '2021 1:48.03 FBK Stadium, Hengelo (NED) 06 JUN 2021', '2022 1:47.74 Sportcomplex De Leidse Hout, Leiden (NED) 11 JUN 2022', '2023 1:48.18 Stedelijke Atletiekpiste, Ninove (BEL) 22 JUL 2023', '2024 1:48.96 Stade Raymond Troussier, Decines (FRA) 04 MAY 2024'], ['800 Metres Short Track', 'Year Performance Venue Date', '2022 1:48.30 Omnisport, Apeldoorn (NED) (i) 20 FEB 2022', '2023 1:50.30 Topsporthal Vlaanderen, Gent (BEL) (i) 04 FEB 2023', '2024 1:50.24 Omnisport, Apeldoorn (NED) (i) 11 FEB 2024'], ['1000 Metres', 'Year Performance Venue Date', '2022 2:22.80 Schönbuchstadion, Pliezhausen (GER) 08 MAY 2022', '2024 2:25.02 Topsporthal Vlaanderen, Gent (BEL) (i) 03 FEB 2024'], ['1000 Metres Short Track', 'Year Performance Venue Date', '2024 2:25.02 Topsporthal Vlaanderen, Gent (BEL) (i) 03 FEB 2024'], ['1500 Metres', 'Year Performance Venue Date', '2017 4:03.93 Wageningen (NED) 15 SEP 2017', '2018 3:52.90 Oordegem (BEL) 02 JUN 2018', '2019 3:45.99 Nijmegen (NED) 15 JUN 2019', '2020 3:44.29 Vught (NED) 01 AUG 2020', '2021 3:41.80 Stadion De Veen, Heusden-Zolder (BEL) 03 JUL 2021', '2022 3:41.62 Putbosstadion, Oordegem (BEL) 28 MAY 2022', '2023 3:40.24 Atletiekbaan Brakkenstein, Nijmegen (NED) 17 JUN 2023', '2024 3:40.27 Carl-Kaufmann-Stadion, Karlsruhe (GER) 11 MAY 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2021 3:46.39 Omnisport, Apeldoorn (NED) (i) 20 FEB 2021', '2022 3:47.82 Omnisport, Apeldoorn (NED) (i) 26 FEB 2022', '2023 3:42.04 Omnisport, Apeldoorn (NED) (i) 28 JAN 2023', '2024 3:44.47 Omnisport, Apeldoorn (NED) (i) 27 JAN 2024']]"
Braedon PALMER,"[['800 Metres', 'Year Performance Venue Date', '2022 1:56.04 Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA) 19 MAR 2022'], ['1500 Metres', 'Year Performance Venue Date', '2021 3:51.13 GCU Track & Field, Phoenix, AZ (USA) 24 APR 2021', '2022 3:48.50 Cougar Athletic Stadium, Azusa, CA (USA) 15 APR 2022', '2024 3:50.78 Cougar Athletic Stadium, Azusa, CA (USA) 13 APR 2024'], ['Mile', 'Year Performance Venue Date', '2022 4:07.85 The Podium, Spokane, WA (USA) (i) 05 FEB 2022', '2023 4:04.59 Liberty Indoor Complex, Lynchburg, VA (USA) (i) 24 FEB 2023', '2024 4:02.60 Norton Sports Center, Louisville, KY (USA) (i) 02 FEB 2024'], ['Mile Short Track', 'Year Performance Venue Date', '2022 4:07.85 The Podium, Spokane, WA (USA) (i) 05 FEB 2022', '2023 4:04.59 Liberty Indoor Complex, Lynchburg, VA (USA) (i) 24 FEB 2023', '2024 4:02.60 Norton Sports Center, Louisville, KY (USA) (i) 02 FEB 2024'], ['3000 Metres', 'Year Performance Venue Date', '2021 8:44.13 Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA) 01 MAY 2021', '2022 8:38.45 Convention Center, Albuquerque, NM (USA) (i) 22 JAN 2022', '2023 8:16.25 Liberty Indoor Complex, Lynchburg, VA (USA) (i) 25 FEB 2023', '2024 8:04.44 Alachua County Sports Complex, Gainesville, FL (USA) (i) 24 FEB 2024'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2022 8:38.45 Convention Center, Albuquerque, NM (USA) (i) 22 JAN 2022', '2023 8:16.25 Liberty Indoor Complex, Lynchburg, VA (USA) (i) 25 FEB 2023', '2024 8:04.44 Alachua County Sports Complex, Gainesville, FL (USA) (i) 24 FEB 2024'], ['5000 Metres', 'Year Performance Venue Date', '2021 15:02.38 UT Rio Grande Valley, Edinburg, TX (USA) 15 MAY 2021', '2024 13:46.15 Cougar Athletic Stadium, Azusa, CA (USA) 12 APR 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2024 14:17.42 Alachua County Sports Complex, Gainesville, FL (USA) (i) 23 FEB 2024'], ['3000 Metres Steeplechase', 'Year Performance Venue Date', '2022 8:59.66 Cougar Athletic Stadium, Azusa, CA (USA) 13 APR 2022'], ['Distance Medley Short Track', 'Year Performance Venue Date', '2022 10:14.38 Convention Center, Albuquerque, NM (USA) (i) 18 FEB 2022']]"
Leo DASCHBACH,"[['400 Metres', 'Year Performance Venue Date', '2019 50.27 Desert Vista High School, Phoenix, AZ (USA) 24 APR 2019'], ['800 Metres', 'Year Performance Venue Date', '2019 1:51.99 Tempe, AZ (USA) 11 MAY 2019', '2020 1:52.38 Corona Del Sol HS, Tempe, AZ (USA) 07 MAR 2020'], ['1500 Metres', 'Year Performance Venue Date', '2021 3:47.26 Paul Derr TF Facility, Raleigh, NC (USA) 25 MAR 2021', '2024 3:42.84 Cougar Athletic Stadium, Azusa, CA (USA) 13 APR 2024'], ['Mile', 'Year Performance Venue Date', '2018 4:18.02 Chandler, AZ (USA) 24 MAR 2018', '2019 4:03.98 Seattle, WA (USA) 15 JUN 2019', '2020 3:59.54 Oak Ridge HS, Oak Ridge, TN (USA) 23 MAY 2020', '2024 3:58.18 Dempsey Indoor, Seattle, WA (USA) (i) 27 JAN 2024'], ['3000 Metres', 'Year Performance Venue Date', '2024 7:55.40 Dempsey Indoor, Seattle, WA (USA) 09 FEB 2024'], ['5000 Metres', 'Year Performance Venue Date', '2023 14:13.72 Mt. Hood Community College, Gresham, OR (USA) 04 JUN 2023', '2024 13:40.06 Cobb Track and Angell Field, Palo Alto, CA (USA) 29 MAR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2023 28:54.51 Cobb Track and Angell Field, Palo Alto, CA (USA) 31 MAR 2023', '2024 29:52.76 Potts Field, Boulder, CO (USA) 10 MAY 2024'], ['Distance Medley Short Track', 'Year Performance Venue Date', '2024 9:30.40 The Track at New Balance, Boston, MA (USA) (i) 08 MAR 2024']]"
Mateusz GOS,"[['1000 Metres', 'Year Performance Venue Date', '2020 2:36.75 Stadion im. Marszałka Józefa Piłsudskiego, Radom (POL) 05 SEP 2020', '2021 2:36.20 Stadion im. Marszałka Józefa Piłsudskiego, Radom (POL) 04 SEP 2021', '2022 2:29.26 Hala COS OPO, Spala (POL) (i) 23 JAN 2022'], ['1000 Metres Short Track', 'Year Performance Venue Date', '2021 2:38.25 Hala AWF, Warszawa (POL) (i) 31 JAN 2021', '2022 2:29.26 Hala COS OPO, Spala (POL) (i) 23 JAN 2022'], ['1500 Metres', 'Year Performance Venue Date', '2020 4:03.01 Stadion AWF, Biala Podlaska (POL) 15 AUG 2020', '2021 3:59.07 Arena, Toruń (POL) (i) 06 FEB 2021', '2022 3:50.60 Arena, Toruń (POL) (i) 26 FEB 2022', '2023 3:51.40 Arena, Toruń (POL) (i) 04 FEB 2023'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2021 3:59.07 Arena, Toruń (POL) (i) 06 FEB 2021', '2022 3:50.60 Arena, Toruń (POL) (i) 26 FEB 2022', '2023 3:51.40 Arena, Toruń (POL) (i) 04 FEB 2023'], ['2000 Metres', 'Year Performance Venue Date', '2021 5:36.48 Arena, Toruń (POL) (i) 23 JAN 2021'], ['2000 Metres Short Track', 'Year Performance Venue Date', '2021 5:36.48 Arena, Toruń (POL) (i) 23 JAN 2021'], ['3000 Metres', 'Year Performance Venue Date', '2020 8:47.95 Stadion MOSiR, Ciechanow (POL) 28 AUG 2020', '2021 8:30.98 Arena, Toruń (POL) (i) 14 FEB 2021', '2022 8:19.21 Arena, Toruń (POL) (i) 06 MAR 2022', '2023 8:04.52 Arena, Toruń (POL) (i) 19 FEB 2023', '2024 8:03.84 Arena, Toruń (POL) (i) 18 FEB 2024'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2021 8:30.98 Arena, Toruń (POL) (i) 14 FEB 2021', '2022 8:19.21 Arena, Toruń (POL) (i) 06 MAR 2022', '2023 8:04.52 Arena, Toruń (POL) (i) 19 FEB 2023', '2024 8:03.84 Arena, Toruń (POL) (i) 18 FEB 2024'], ['5000 Metres', 'Year Performance Venue Date', '2020 15:08.65 Stadion im. Marszałka Józefa Piłsudskiego, Radom (POL) 13 SEP 2020', '2021 14:42.47 Stadion Miejski, Piaseczno (POL) 05 JUN 2021', '2022 14:16.87 Stadion Miejski, Piaseczno (POL) 15 MAY 2022', '2023 13:52.61 Stadion Miejski, Oleśnica (POL) 10 JUN 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2022 29:54.51 Stadion MOSiW, Międzyrzecz (POL) 23 APR 2022', '2023 29:17.80 Stadion MOSiR, Olkusz (POL) 22 APR 2023', '2024 29:31.76 Stadion Miejski, Ustka (POL) 13 APR 2024'], ['10 Kilometres Road', 'Year Performance Venue Date', '2021 32:09 Gdansk (POL) 07 AUG 2021']]"
Abdellatif SADIKI,"[['400 Metres', 'Year Performance Venue Date', '2019 50.15 Taza (MAR) 28 APR 2019'], ['800 Metres', 'Year Performance Venue Date', '2017 1:56.57 Taza (MAR) 07 MAY 2017', '2018 1:49.70 Rabat (MAR) 23 MAY 2018', '2019 1:47.98 Casablanca (MAR) 17 JUL 2019', '2021 1:50.85 Complexe Sportif Prince Moulay Abdellah, Rabat (MAR) 28 FEB 2021', '2022 1:46.23 Complexe Sportif Prince Moulay Abdellah, Rabat (MAR) 15 APR 2022'], ['1500 Metres', 'Year Performance Venue Date', '2018 3:53.79 Benguerir (MAR) 29 APR 2018', '2019 3:38.08 Carquefou (FRA) 21 JUN 2019', '2020 3:45.75 Fes (MAR) 16 FEB 2020', '2021 3:33.59 National Stadium, Tokyo (JPN) 05 AUG 2021', '2022 3:33.93 Complexe Sportif Prince Moulay Abdellah, Rabat (MAR) 05 JUN 2022', '2023 3:35.66 Stade des Grands Pêchers, Montreuil (FRA) 31 MAY 2023', '2024 3:41.85 Stadium Miramas Métropole, Miramas (FRA) (i) 02 FEB 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2022 3:37.80 Arena Stade Couvert, Liévin (FRA) (i) 17 FEB 2022', '2023 3:39.21 Palaindoor, Padova (ITA) (i) 05 FEB 2023', '2024 3:41.85 Stadium Miramas Métropole, Miramas (FRA) (i) 02 FEB 2024'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:08:25 Marrakesh (MAR) 15 MAY 2022', '2024 1:09:32 Marrakesh (MAR) 28 JAN 2024']]"
Musio SAIDAMU,"[['5000 Metres', 'Year Performance Venue Date', '2019 13:25.07 Kitami (JPN) 17 JUL 2019', '2020 13:26.92 Athletics Stadium, Konosu (JPN) 24 OCT 2020', '2021 13:24.17 Aoba Park Athletic Field, Chitose (JPN) 17 JUL 2021', '2022 13:24.54 Athletics Stadium, Konosu (JPN) 22 OCT 2022', '2023 13:24.40 Nishishina Athletic Stadium, Nobeoka (JPN) 04 MAY 2023', '2024 13:28.37 Nishishina Athletic Stadium, Nobeoka (JPN) 04 MAY 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2019 28:03.53 Yokohama (JPN) 20 APR 2019', '2020 27:46.01 Kamiyugi Park Athletic Stadium, Hachioji (JPN) 21 NOV 2020', '2021 29:04.01 Moi International Sports Centre, Kasarani, Nairobi (KEN) 12 MAR 2021', '2022 27:37.36 NITTAIDAI Athletic Stadium, Yokohama (JPN) 04 JUN 2022', '2023 27:43.67 Athletic Track, Abashiri (JPN) 08 JUL 2023'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:01:51 Gifu (JPN) 24 APR 2022', '2023 1:01:43 Gifu (JPN) 23 APR 2023', '2024 1:04:39 Gifu (JPN) 28 APR 2024']]"
Stijn BAETEN,"[['Honours - National Indoor Championships', 'Place Discipline Mark Venue Date', '1. 1500 Metres Short Track 3:43.46 Topsporthal Vlaanderen, Gent (BEL) (i) 16 FEB 2020']]"
Weldon LANGAT,"[['5000 Metres', 'Year Performance Venue Date', '2020 13:59.0h Moi International Sports Centre, Kasarani, Nairobi (KEN) 05 MAR 2020', '2021 13:33.86 Nyayo National Stadium, Nairobi (KEN) 29 MAY 2021'], ['10,000 Metres', 'Year Performance Venue Date', '2019 28:59.7h Tambach (KEN) 11 OCT 2019', '2021 27:24.73 Moi International Sports Centre, Kasarani, Nairobi (KEN) 18 JUN 2021', '2022 28:30.65 Moi International Sports Centre, Kasarani, Nairobi (KEN) 25 JUN 2022', '2023 28:00.0h Nyayo National Stadium, Nairobi (KEN) 07 JUL 2023'], ['5 Kilometres Road', 'Year Performance Venue Date', '2023 13:12 Al Khobar (KSA) 09 DEC 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2019 29:21 Eldoret (KEN) 24 NOV 2019', '2020 30:16 Eldama Ravine (KEN) 28 NOV 2020', '2021 27:24 Laredo (ESP) 16 OCT 2021', '2022 26:55 Brasov (ROU) 25 SEP 2022', '2023 26:55 Valencia (ESP) 15 JAN 2023', '2024 27:11 Adi-Dassler-Straße 1, Herzogenaurach (GER) 27 APR 2024'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:00:28 Valencia (ESP) 23 OCT 2022', '2023 59:22 Valencia (ESP) 22 OCT 2023', '2024 1:01:45 Ras Al Khaimah (UAE) 24 FEB 2024']]"
David Shungeya NEIYIAI,"[['5000 Metres', 'Year Performance Venue Date', '2021 14:06.6h Nyayo National Stadium, Nairobi (KEN) 27 FEB 2021', '2023 13:38.04 Nishishina Athletic Stadium, Nobeoka (JPN) 04 MAY 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2023 27:46.08 Egao Kenko Stadium, Kumamoto (JPN) 08 APR 2023', '2024 28:00.27 Egao Kenko Stadium, Kumamoto (JPN) 13 APR 2024'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:03:15 Tachikawa (JPN) 15 OCT 2022', '2023 1:01:31 Showa Park, Tachikawa (JPN) 14 OCT 2023', '2024 1:00:32 Marugame (JPN) 04 FEB 2024']]"
Brandon GARNICA,"[['Mile', 'Year Performance Venue Date', '2019 4:13.91 Provo, UT (USA) 27 APR 2019', '2021 4:06.67 Clarence F. Robison Track, Provo, UT (USA) 24 APR 2021', '2022 4:12.74 Clarence F. Robison Track, Provo, UT (USA) 23 APR 2022', '2023 4:08.54 The Podium, Spokane, WA (USA) (i) 18 FEB 2023'], ['Mile Short Track', 'Year Performance Venue Date', '2022 4:17.81 The Podium, Spokane, WA (USA) (i) 19 FEB 2022', '2023 4:08.54 The Podium, Spokane, WA (USA) (i) 18 FEB 2023'], ['3000 Metres', 'Year Performance Venue Date', '2018 8:38.68 Provo, UT (USA) (i) 14 DEC 2018', '2019 8:15.37 Seattle, WA (USA) (i) 26 JAN 2019', '2020 8:06.68 Dempsey Indoor, Seattle, WA (USA) (i) 01 FEB 2020', '2021 8:14.32 Smith Fieldhouse, BYU, Provo, UT (USA) (i) 16 JAN 2021', '2022 7:55.04 Dempsey Indoor, Seattle, WA (USA) (i) 29 JAN 2022', '2023 8:01.33 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2023 8:01.33 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023'], ['5000 Metres', 'Year Performance Venue Date', '2019 14:05.97 Los Angeles, CA (USA) 11 MAY 2019', '2020 13:45.69 Dempsey Indoor, Seattle, WA (USA) (i) 14 FEB 2020', '2021 13:26.62 Hayward Field, Eugene, OR (USA) 02 APR 2021', '2022 13:34.25 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 03 DEC 2022', '2023 13:33.65 Dempsey Indoor, Seattle, WA (USA) 24 FEB 2023'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2021 13:33.65 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 04 DEC 2021', '2022 13:34.25 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 03 DEC 2022'], ['10,000 Metres', 'Year Performance Venue Date', '2021 28:48.46 Veterans Memorial Stadium, Clovis, CA (USA) 30 APR 2021', '2022 28:19.60 Cobb Track and Angell Field, Palo Alto, CA (USA) 01 APR 2022', '2023 28:04.62 Cougar Athletic Stadium, Azusa, CA (USA) 13 APR 2023'], ['Distance Medley Short Track', 'Year Performance Venue Date', '2022 9:48.28 The Podium, Spokane, WA (USA) (i) 18 FEB 2022', '2023 9:53.05 The Podium, Spokane, WA (USA) (i) 17 FEB 2023']]"
Kennedy KIPYEKO,"[['3000 Metres', 'Year Performance Venue Date', '2012 8:13.38 Pergine Valsugana (ITA) 21 JUL 2012'], ['5000 Metres', 'Year Performance Venue Date', '2012 14:03.45 Ponzano Veneto (ITA) 29 JUN 2012'], ['10 Kilometres Road', 'Year Performance Venue Date', '2012 29:55 Agordo (ITA) 28 JUL 2012', '2015 29:43 Magné (FRA) 27 DEC 2015', '2021 29:05 Lille (FRA) 06 NOV 2021', '2022 28:05 Lille (FRA) 01 OCT 2022'], ['15 Kilometres Road', 'Year Performance Venue Date', '2016 43:57 Le Puy-en-Velay (FRA) 01 MAY 2016'], ['10 Miles Road', 'Year Performance Venue Date', '2012 51:08 Gargnano (ITA) 05 AUG 2012'], ['20 Kilometres Road', 'Year Performance Venue Date', '2015 1:00:49 Maroilles (FRA) 01 MAY 2015'], ['Half Marathon', 'Year Performance Venue Date', '2012 1:02:36 Verona (ITA) 19 FEB 2012', '2013 1:03:14 Rabat (MAR) 07 APR 2013', '2014 1:01:31 Nice (FRA) 27 APR 2014', '2015 1:00:39 Milano (ITA) 29 MAR 2015', '2016 1:01:46 Nice (FRA) 24 APR 2016', '2017 1:01:39 Yangzhou (CHN) 23 APR 2017', '2022 1:00:43 Den Haag (NED) 25 SEP 2022', '2023 1:01:27 Padova (ITA) 23 APR 2023'], ['Marathon', 'Year Performance Venue Date', '2015 2:18:28 San Sebastián (ESP) 29 NOV 2015', '2023 2:10:49 La Rochelle (FRA) 26 NOV 2023', '2024 2:13:08 New Taipei City (TPE) 17 MAR 2024']]"
Tristan WOODFINE,"[['800 Metres', 'Year Performance Venue Date', '2013 1:59.64 London (CAN) 21 MAY 2013'], ['1500 Metres', 'Year Performance Venue Date', '2015 3:52.28 Guelph (CAN) 10 JUL 2015', '2016 4:04.04 Guelph (CAN) 20 APR 2016'], ['Mile', 'Year Performance Venue Date', '2014 4:12.67 Boston, MA (USA) (i) 08 FEB 2014'], ['Mile Short Track', 'Year Performance Venue Date', '2014 4:12.67 Boston, MA (USA) (i) 08 FEB 2014'], ['3000 Metres', 'Year Performance Venue Date', '2014 8:10.91 Montréal (CAN) (i) 24 JAN 2014'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2014 8:10.91 Montréal (CAN) (i) 24 JAN 2014'], ['5000 Metres', 'Year Performance Venue Date', '2013 14:37.43 Guelph (CAN) 28 MAY 2013', '2014 14:33.78 Guelph (CAN) 31 MAY 2014', '2015 14:28.90 Edmonton (CAN) 02 JUL 2015'], ['10,000 Metres', 'Year Performance Venue Date', '2014 28:56.53 Palo Alto, CA (USA) 04 MAY 2014', '2015 29:48.97 Portland, OR (USA) 09 AUG 2015'], ['5 Kilometres Road', 'Year Performance Venue Date', '2017 14:33 Yorkville (CAN) 10 SEP 2017', '2022 14:21 Moncton (CAN) 11 SEP 2022', '2023 14:05 Hamilton (CAN) 04 NOV 2023'], ['8 Kilometres Road', 'Year Performance Venue Date', '2017 24:15 Toronto (CAN) 08 APR 2017', '2018 24:35 Toronto (CAN) 07 APR 2018', '2019 24:09 Toronto (CAN) 06 APR 2019'], ['10 Kilometres Road', 'Year Performance Venue Date', '2014 30:50 Ottawa (CAN) 24 MAY 2014', '2016 29:54 Toronto (CAN) 25 JUN 2016', '2017 30:57 Ottawa (CAN) 27 MAY 2017', '2018 30:12 Vancouver (CAN) 15 SEP 2018', '2023 29:06 Valencia (ESP) 15 JAN 2023'], ['10 Miles Road', 'Year Performance Venue Date', '2018 48:09 Hamilton (CAN) 26 DEC 2018'], ['Half Marathon', 'Year Performance Venue Date', '2015 1:06:18 Barcelona (ESP) 15 FEB 2015', '2017 1:06:50 Toronto (CAN) 22 OCT 2017', '2019 1:04:46 Winnipeg (CAN) 16 JUN 2019', '2020 1:03:33 Houston, TX (USA) 19 JAN 2020', '2021 1:03:19 Mission (CAN) 26 MAR 2021', '2022 1:03:47 New York, NY (USA) 20 MAR 2022', '2023 1:02:40 Boston, MA (USA) 12 NOV 2023', '2024 1:03:50 New York, NY (USA) 17 MAR 2024'], ['Marathon', 'Year Performance Venue Date', '2015 2:27:55 Rotterdam (NED) 12 APR 2015', '2018 2:18:55 Ottawa (CAN) 27 MAY 2018', '2019 2:13:16 Toronto (CAN) 20 OCT 2019', '2020 2:10:51 London (GBR) 04 OCT 2020', '2021 2:23:35 London (GBR) 03 OCT 2021', '2022 2:21:55 Ottawa (CAN) 29 MAY 2022', '2024 2:10:39 Houston, TX (USA) 14 JAN 2024']]"
Ronald KORIR,"[['20 Kilometres Road', 'Year Performance Venue Date', '2013 1:01:13 Maroilles (FRA) 01 MAY 2013'], ['Half Marathon', 'Year Performance Venue Date', '2013 1:02:54 Paderborn (GER) 30 MAR 2013'], ['Marathon', 'Year Performance Venue Date', '2014 2:07:29 Frankfurt (GER) 26 OCT 2014', '2016 2:09:01 Seoul (KOR) 30 OCT 2016', '2017 2:13:07 Madrid (ESP) 23 APR 2017', '2018 2:12:25 Madrid (ESP) 22 APR 2018', '2019 2:13:36 Muscat (OMA) 18 JAN 2019', '2021 2:12:30 Stockholm (SWE) 09 OCT 2021', '2022 2:05:37 Valencia (ESP) 04 DEC 2022', '2023 2:04:22 Berlin (GER) 24 SEP 2023', '2024 2:05:41 Hamburg (GER) 28 APR 2024']]"
Seiya AMANO,"[['5000 Metres', 'Year Performance Venue Date', '2019 14:30.11 Tokyo (JPN) 06 APR 2019', '2020 14:15.50 Athletics Stadium, Konosu (JPN) 24 OCT 2020', '2021 14:04.47 Athletics Stadium, Setagaya (JPN) 12 JUN 2021', '2022 14:15.60 NITTAIDAI Athletic Stadium, Yokohama (JPN) 24 APR 2022'], ['10,000 Metres', 'Year Performance Venue Date', '2019 28:48.87 Hosei University Stadium, Machida (JPN) 23 NOV 2019', '2020 28:08.94 Yanmar Stadium Nagai, Osaka (JPN) 04 DEC 2020', '2021 28:42.19 Athletic Track, Abashiri (JPN) 10 JUL 2021', '2022 28:35.74 Athletics Stadium, Konosu (JPN) 22 OCT 2022', '2023 28:20.45 NITTAIDAI Athletic Stadium, Yokohama (JPN) 02 DEC 2023'], ['30 Kilometres Road', 'Year Performance Venue Date', '2020 1:32:59 Kumamoto (JPN) 16 FEB 2020'], ['Marathon', 'Year Performance Venue Date', '2020 2:16:00 Hofu (JPN) 20 DEC 2020', '2021 2:18:01 Otsu (JPN) 28 FEB 2021']]"
Rikuto IJIMA,"[['800 Metres', 'Year Performance Venue Date', '2015 1:51.09 Wakayama (JPN) 03 OCT 2015', '2016 1:52.63 Yokohama (JPN) 23 APR 2016', '2017 1:52.62 Fukui (JPN) 09 SEP 2017', '2018 1:48.65 Fukui (JPN) 09 OCT 2018', '2019 1:50.61 Fukuroi (JPN) 03 MAY 2019', '2021 1:49.16 International Budo University Athletics Stadium, Katsuura (JPN) 18 JUL 2021', '2022 1:48.05 Municipal Stadium, Kitami (JPN) 09 JUL 2022', '2023 1:49.25 Prefectural Stadium, Kagoshima (JPN) 13 OCT 2023'], ['1000 Metres', 'Year Performance Venue Date', '2022 2:23.35 Universiade Commemorative Stadium, Kobe (JPN) 15 OCT 2022'], ['1500 Metres', 'Year Performance Venue Date', '2015 3:49.68 Wakayama (JPN) 30 JUL 2015', '2016 4:08.60 Nagoya (JPN) 24 JUN 2016', '2017 3:56.26 Fukui (JPN) 08 SEP 2017', '2018 3:42.87 Yokohama (JPN) 20 OCT 2018', '2019 3:48.13 Universiade Commemorative Stadium, Kobe (JPN) 21 APR 2019', '2020 3:42.88 Denka Big Swan Stadium, Niigata (JPN) 02 OCT 2020', '2021 3:41.48 NITTAIDAI Athletic Stadium, Yokohama (JPN) 10 OCT 2021', '2022 3:38.35 Aoba Park Athletic Field, Chitose (JPN) 16 JUL 2022', '2023 3:42.23 Municipal Stadium, Hiroshima (JPN) 29 APR 2023', '2024 3:42.12 Municipal Stadium, Hiroshima (JPN) 29 APR 2024'], ['5000 Metres', 'Year Performance Venue Date', '2021 13:52.36 NITTAIDAI Athletic Stadium, Yokohama (JPN) 14 NOV 2021', '2022 13:56.42 NITTAIDAI Athletic Stadium, Yokohama (JPN) 26 NOV 2022'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:08:41 Setagaya (JPN) 13 NOV 2022']]"
