Name,Year,10 Kilometres Road,"10,000 Metres",1500 Metres,5000 Metres,Half Marathon,Marathon
Mike FOPPEN,2017,,,0 days 00:03:42.760000,0 days 00:14:07.180000,,
Mike FOPPEN,2018,0 days 00:30:01,,0 days 00:03:40.300000,,,
Mike FOPPEN,2019,,,0 days 00:03:38.950000,0 days 00:13:25.890000,,
Mike FOPPEN,2020,0 days 00:28:14,0 days 00:27:59.100000,0 days 00:03:36.010000,0 days 00:13:13.060000,,
Mike FOPPEN,2021,0 days 00:28:09,,0 days 00:03:40.050000,0 days 00:13:13.690000,,
Mike FOPPEN,2022,,0 days 00:28:18.010000,0 days 00:03:35.670000,0 days 00:13:19.660000,,
Mike FOPPEN,2023,,,0 days 00:03:35.780000,0 days 00:13:05.660000,,
Mike FOPPEN,2024,0 days 00:27:59,,0 days 00:03:38.990000,0 days 00:13:08.600000,,
Mike Kiptum BOIT,2017,,0 days 00:30:08.040000,,0 days 00:14:14.030000,,0 days 02:21:34
Mike Kiptum BOIT,2018,,,,,0 days 01:00:53,0 days 02:09:34
Mike Kiptum BOIT,2019,,,,,,0 days 02:06:22
Mike Kiptum BOIT,2021,,,,,,0 days 02:07:07
Mike Kiptum BOIT,2022,,,,,0 days 01:00:40,0 days 02:06:08
Mike Kiptum BOIT,2023,,,,,0 days 01:01:42,0 days 02:07:19
Mike Kiptum BOIT,2024,,,,,,0 days 02:06:20
Mikkel DAHL-JESSEN,2012,,,0 days 00:03:48.160000,,,
Mikkel DAHL-JESSEN,2013,,,0 days 00:04:02.430000,,,
Mikkel DAHL-JESSEN,2014,,,0 days 00:04:06.230000,,,
Mikkel DAHL-JESSEN,2015,,,0 days 00:03:49.350000,,,
Mikkel DAHL-JESSEN,2016,,,0 days 00:03:46.190000,,,
Mikkel DAHL-JESSEN,2017,,,0 days 00:03:44.910000,0 days 00:14:31.560000,,
Mikkel DAHL-JESSEN,2018,0 days 00:30:19,,0 days 00:03:43.180000,,,
Mikkel DAHL-JESSEN,2019,,,0 days 00:03:41.320000,0 days 00:14:00.390000,,
Mikkel DAHL-JESSEN,2020,,,0 days 00:03:45.100000,0 days 00:13:58.060000,,
Mikkel DAHL-JESSEN,2021,0 days 00:29:53,,0 days 00:03:43.050000,0 days 00:13:40.780000,,
Mikkel DAHL-JESSEN,2022,0 days 00:30:56,,,0 days 00:14:12.220000,,
Mikkel DAHL-JESSEN,2023,0 days 00:30:07,,0 days 00:03:46.230000,0 days 00:13:48.360000,0 days 01:09:43,
Mikkel DAHL-JESSEN,2024,0 days 00:29:10,,,,,
Milkesa MENGESHA,2018,,,,0 days 00:13:56.490000,,
Milkesa MENGESHA,2019,0 days 00:27:47,0 days 00:27:51.890000,,0 days 00:13:25.740000,0 days 01:01:46,
Milkesa MENGESHA,2021,0 days 00:28:40,0 days 00:28:41.050000,,0 days 00:12:58.280000,0 days 00:59:48,
Milkesa MENGESHA,2022,,0 days 00:27:00.240000,,0 days 00:13:01.110000,0 days 00:58:58,0 days 02:05:29
Milkesa MENGESHA,2023,0 days 00:28:21,,,,,0 days 02:06:49
Milkesa MENGESHA,2024,,,,,0 days 01:00:45,
Minato OISHI,2007,,,0 days 00:03:49.440000,,0 days 01:04:46,
Minato OISHI,2008,,,,,0 days 01:04:13,
Minato OISHI,2009,,,,,0 days 01:03:04,
Minato OISHI,2010,,0 days 00:28:59.410000,,0 days 00:14:07.370000,0 days 01:04:49,
Minato OISHI,2011,,0 days 00:28:34.660000,,0 days 00:13:59.240000,,
Minato OISHI,2012,,0 days 00:28:37.610000,,0 days 00:13:50.830000,0 days 01:03:31,
Minato OISHI,2013,,0 days 00:28:18.730000,,0 days 00:13:45.100000,0 days 01:02:06,
Minato OISHI,2014,,0 days 00:28:22.740000,,0 days 00:13:36.400000,0 days 01:04:23,
Minato OISHI,2015,,0 days 00:28:04.650000,,0 days 00:13:48.880000,0 days 01:05:17,
Minato OISHI,2016,,0 days 00:27:48.560000,,0 days 00:13:43.910000,0 days 01:02:32,
Minato OISHI,2017,,0 days 00:27:50.720000,,0 days 00:13:47.070000,0 days 01:04:53,0 days 02:10:39
Minato OISHI,2019,,0 days 00:28:11.790000,,,0 days 01:01:33,0 days 02:11:02
Minato OISHI,2020,,0 days 00:28:04.560000,,,,0 days 02:08:52
Minato OISHI,2021,,0 days 00:30:17.540000,,,,
Minato OISHI,2022,,0 days 00:27:57.320000,,0 days 00:13:55.830000,0 days 01:01:25,0 days 02:09:08
Minato OISHI,2023,,0 days 00:28:08.330000,,,0 days 01:01:15,0 days 02:14:35
Minato OISHI,2024,,,,,,0 days 02:19:35
Mitchell UBENE,2015,,,0 days 00:04:01.340000,,,
Mitchell UBENE,2016,,,0 days 00:03:54.360000,0 days 00:14:48.570000,,
Mitchell UBENE,2018,,,0 days 00:03:51.550000,0 days 00:14:21.970000,,
Mitchell UBENE,2019,,,0 days 00:03:48.430000,0 days 00:14:13.060000,,
Mitchell UBENE,2020,,,0 days 00:03:51.660000,,,
Mitchell UBENE,2021,,,,0 days 00:14:16.010000,,
Mitchell UBENE,2022,,,0 days 00:03:44.990000,0 days 00:13:36.710000,,
Mitchell UBENE,2023,,,0 days 00:03:42.390000,0 days 00:13:43.160000,,
Mitku TAFA,2017,,,,,0 days 01:02:36,
Mitku TAFA,2018,,,,,0 days 01:04:56,
Mitku TAFA,2020,,,,,0 days 01:05:49,
Mitku TAFA,2022,,,,,,0 days 02:14:23
Mitku TAFA,2023,,,,,,0 days 02:09:05
Mitku TAFA,2024,,,,,,0 days 02:08:57
Mizuki HIGASHI,2016,,,,,0 days 01:08:32,
Mizuki HIGASHI,2018,,0 days 00:29:11.520000,,0 days 00:14:11.990000,,
Mizuki HIGASHI,2019,,0 days 00:28:22.930000,,0 days 00:14:38.740000,0 days 01:04:54,
Mizuki HIGASHI,2020,,0 days 00:28:16.670000,,0 days 00:13:53.050000,,
Mizuki HIGASHI,2021,,0 days 00:28:24.620000,,0 days 00:13:57.440000,0 days 01:03:23,
Mizuki HIGASHI,2022,,0 days 00:28:37.520000,,,0 days 01:02:20,0 days 02:11:32
Mizuki HIGASHI,2023,,0 days 00:28:29.830000,,0 days 00:13:56.920000,0 days 01:02:59,0 days 02:11:04
Mizuki HIGASHI,2024,,,,0 days 00:13:59.880000,0 days 01:02:09,0 days 02:08:03
Mogeni Benuel MAGOMA,2017,,,,0 days 00:13:36.380000,,
Mogeni Benuel MAGOMA,2018,,,0 days 00:03:47.650000,0 days 00:13:36.660000,,
Mogeni Benuel MAGOMA,2019,,0 days 00:27:51.990000,,0 days 00:13:26.560000,,
Mogeni Benuel MAGOMA,2020,,0 days 00:28:11.940000,,0 days 00:13:25.290000,,
Mogeni Benuel MAGOMA,2021,,0 days 00:27:48.770000,,0 days 00:13:24.090000,,
Mogeni Benuel MAGOMA,2022,,0 days 00:27:46.390000,,0 days 00:13:25.490000,,
Mogeni Benuel MAGOMA,2023,,0 days 00:27:41.100000,,0 days 00:13:27.600000,0 days 01:00:32,
Mogeni Benuel MAGOMA,2024,,,,0 days 00:13:22.100000,,
Mohad ABDIKADAR SHEIK ALI,2010,,,0 days 00:03:55.820000,,,
Mohad ABDIKADAR SHEIK ALI,2011,,,0 days 00:03:44.090000,0 days 00:14:58.490000,,
Mohad ABDIKADAR SHEIK ALI,2012,,,0 days 00:03:39.530000,,,
Mohad ABDIKADAR SHEIK ALI,2013,,,0 days 00:03:43.480000,,,
Mohad ABDIKADAR SHEIK ALI,2014,,,0 days 00:03:39.430000,,,
Mohad ABDIKADAR SHEIK ALI,2015,0 days 00:30:41,,0 days 00:03:38.530000,,,
Mohad ABDIKADAR SHEIK ALI,2016,,,0 days 00:03:38.740000,,,
Mohad ABDIKADAR SHEIK ALI,2017,0 days 00:30:45,,0 days 00:03:40.430000,,0 days 01:08:59,
Mohad ABDIKADAR SHEIK ALI,2018,0 days 00:30:10,,0 days 00:03:36.540000,,,
Mohad ABDIKADAR SHEIK ALI,2019,,,0 days 00:03:40.220000,,,
Mohad ABDIKADAR SHEIK ALI,2020,,,0 days 00:03:38.900000,,,
Mohad ABDIKADAR SHEIK ALI,2021,,,0 days 00:03:39.820000,,,
Mohad ABDIKADAR SHEIK ALI,2022,,,0 days 00:03:37.960000,,,
Mohad ABDIKADAR SHEIK ALI,2023,,,0 days 00:03:33.790000,,,
Mohad ABDIKADAR SHEIK ALI,2024,,,0 days 00:03:38.120000,,,
Mohamad ALGARNI,2009,,,0 days 00:03:39.060000,,,
Mohamad ALGARNI,2010,,,0 days 00:03:36.320000,,,
Mohamad ALGARNI,2011,,,0 days 00:03:34.610000,,,
Mohamad ALGARNI,2012,,,0 days 00:03:36.630000,,,
Mohamad ALGARNI,2013,,,0 days 00:03:35.880000,0 days 00:14:28.340000,,
Mohamad ALGARNI,2014,,,0 days 00:03:39.560000,0 days 00:13:26.130000,,
Mohamad ALGARNI,2015,,,0 days 00:03:35.780000,0 days 00:13:34.470000,,
Mohamad ALGARNI,2016,,,0 days 00:03:36.350000,,,
Mohamad ALGARNI,2020,,,0 days 00:03:44.300000,,,
Mohamad ALGARNI,2021,,,0 days 00:03:36.750000,,,
Mohamad ALGARNI,2022,,,0 days 00:03:37.890000,,,
Mohamad ALGARNI,2023,,,0 days 00:03:38.360000,0 days 00:13:16.280000,,
Mohamed ABDILAAHI,2016,,,0 days 00:03:48.990000,,,
Mohamed ABDILAAHI,2017,,,0 days 00:03:49.290000,,,
Mohamed ABDILAAHI,2018,0 days 00:29:58,,0 days 00:03:46.500000,0 days 00:14:09.090000,,
Mohamed ABDILAAHI,2019,0 days 00:29:57,0 days 00:29:04.210000,0 days 00:03:44.790000,0 days 00:13:54.350000,,
Mohamed ABDILAAHI,2020,,,0 days 00:03:38.830000,0 days 00:13:23.710000,,
Mohamed ABDILAAHI,2021,,,0 days 00:03:38.510000,0 days 00:13:17.040000,,
Mohamed ABDILAAHI,2022,,0 days 00:28:13.830000,0 days 00:03:35.690000,0 days 00:13:03.180000,,
Mohamed ABDILAAHI,2023,0 days 00:28:26,,0 days 00:03:37.860000,0 days 00:13:15.950000,,
Mohamed ABDILAAHI,2024,,,,0 days 00:13:16.430000,,
Mohamed ATTAOUI,2022,,,0 days 00:03:39.480000,,,
Mohamed ATTAOUI,2023,,,0 days 00:03:36.120000,,,
Mohamed ATTAOUI,2024,,,0 days 00:03:36.530000,,,
Mohamed CHAABOUD,2016,,,,,0 days 01:07:51,
Mohamed CHAABOUD,2017,,,,,,0 days 02:18:13
Mohamed CHAABOUD,2018,,,,,,0 days 02:13:47
Mohamed CHAABOUD,2019,0 days 00:30:03,,,,,0 days 02:16:13
Mohamed CHAABOUD,2020,,,,,,0 days 02:18:28
Mohamed CHAABOUD,2021,,0 days 00:29:01.840000,,,,0 days 02:16:42
Mohamed CHAABOUD,2022,,,,,,0 days 02:13:38
Mohamed CHAABOUD,2023,,,,,0 days 01:06:06,0 days 02:17:19
Mohamed CHAABOUD,2024,,,,,,0 days 02:09:20
Mohamed EL GHAZOUANY,2018,0 days 00:30:35,,,,,
Mohamed EL GHAZOUANY,2019,0 days 00:30:05,,,,0 days 01:08:31,
Mohamed EL GHAZOUANY,2022,0 days 00:28:46,,,0 days 00:14:26.550000,0 days 01:02:43,
Mohamed EL GHAZOUANY,2023,0 days 00:28:45,,,,0 days 01:03:54,0 days 02:14:18
Mohamed EL GHAZOUANY,2024,0 days 00:29:45,,,,0 days 01:02:25,0 days 02:11:48
Mohamed EL TALHAOUI,2018,,,,,0 days 01:04:49,0 days 02:13:17
Mohamed EL TALHAOUI,2019,,,,,,0 days 02:10:10
Mohamed EL TALHAOUI,2020,0 days 00:28:12,,,,,
Mohamed EL TALHAOUI,2021,0 days 00:30:57,,,,0 days 01:02:58,0 days 02:15:47
Mohamed EL TALHAOUI,2022,,,,,0 days 01:02:07,0 days 02:11:34
Mohamed EL TALHAOUI,2023,,,,,,0 days 02:11:26
Mohamed EL TALHAOUI,2024,0 days 00:29:22,,,,,0 days 02:08:03
Mohamed ESA,2021,,,,,0 days 00:59:32,
Mohamed ESA,2022,0 days 00:28:45,,,,0 days 01:01:00,0 days 02:05:05
Mohamed ESA,2023,,,,,,0 days 02:05:22
Mohamed FARES,2017,0 days 00:29:49,,,,,
Mohamed FARES,2018,,,0 days 00:03:49.030000,,,
Mohamed FARES,2019,0 days 00:29:00,,,,,
Mohamed FARES,2020,,,,0 days 00:14:11.190000,,
Mohamed FARES,2021,,0 days 00:30:03.010000,0 days 00:03:38.010000,0 days 00:13:21.110000,,
Mohamed FARES,2022,,,0 days 00:03:42.380000,0 days 00:13:17.940000,,
Mohamed FARES,2023,,,,0 days 00:13:34.910000,,
Mohamed ISMAIL,2012,,,,0 days 00:14:36.310000,,
Mohamed ISMAIL,2014,,,0 days 00:03:45.720000,,,
Mohamed ISMAIL,2015,,,0 days 00:03:37.080000,,,
Mohamed ISMAIL,2016,,,0 days 00:03:39.840000,,,
Mohamed ISMAIL,2017,,,0 days 00:03:36.980000,0 days 00:13:29.290000,,
Mohamed ISMAIL,2018,,,0 days 00:03:37.020000,,,
Mohamed ISMAIL,2022,,,0 days 00:03:51.800000,,,
Mohamed ISMAIL,2023,,,0 days 00:03:38.110000,0 days 00:13:04.390000,0 days 01:04:13,
Mohamed ISMAIL,2024,0 days 00:27:27,0 days 00:30:12.760000,,,,
Mohamed ZERRAD,2014,,,0 days 00:04:06.120000,,,
Mohamed ZERRAD,2015,,,0 days 00:03:59.990000,,,
Mohamed ZERRAD,2017,,,0 days 00:03:50.380000,,,
Mohamed ZERRAD,2018,0 days 00:30:20,,0 days 00:03:45,,,
Mohamed ZERRAD,2019,,,0 days 00:03:43.080000,,,
Mohamed ZERRAD,2020,,,0 days 00:03:41.420000,,,
Mohamed ZERRAD,2021,0 days 00:30:26,,0 days 00:03:37.860000,,,
Mohamed ZERRAD,2022,,0 days 00:30:34.850000,0 days 00:03:40.400000,,,
Mohamed ZERRAD,2023,0 days 00:31:41,0 days 00:30:21.170000,0 days 00:03:40.440000,,,
Mohammadreza ABOOTORABI,2012,,,,0 days 00:14:51,,
Mohammadreza ABOOTORABI,2013,,,,0 days 00:14:48.450000,,
Mohammadreza ABOOTORABI,2014,,0 days 00:31:32.560000,,0 days 00:14:46.080000,,
Mohammadreza ABOOTORABI,2015,,0 days 00:31:23.170000,0 days 00:03:57.190000,0 days 00:14:45.110000,,
Mohammadreza ABOOTORABI,2016,,,,0 days 00:14:43.270000,,0 days 02:28:31
Mohammadreza ABOOTORABI,2017,0 days 00:30:34,,0 days 00:03:52.080000,0 days 00:14:24.170000,,
Mohammadreza ABOOTORABI,2018,,0 days 00:30:16.870000,,0 days 00:14:17.590000,,
Mohammadreza ABOOTORABI,2019,0 days 00:28:35,0 days 00:29:38.450000,0 days 00:03:50.920000,0 days 00:13:59.010000,,
Mohammadreza ABOOTORABI,2020,0 days 00:29:09,0 days 00:29:08.960000,0 days 00:03:47.390000,0 days 00:14:00.730000,0 days 01:02:40,
Mohammadreza ABOOTORABI,2021,0 days 00:29:04,0 days 00:29:27.350000,,0 days 00:13:45.440000,,
Mohammadreza ABOOTORABI,2022,0 days 00:28:51,0 days 00:28:45.440000,,0 days 00:13:30.050000,0 days 01:03:28,0 days 02:17:36
Mohammadreza ABOOTORABI,2023,,0 days 00:28:43.410000,,0 days 00:13:33.850000,0 days 01:04:54,0 days 02:17:52
Mohammadreza ABOOTORABI,2024,0 days 00:28:16,,,,,
Mohammed AHMED,2008,,0 days 00:30:03.530000,,,,
Mohammed AHMED,2009,,,,0 days 00:14:11.840000,,
Mohammed AHMED,2010,,0 days 00:28:57.440000,,0 days 00:14:02.040000,,
Mohammed AHMED,2011,,0 days 00:29:08.290000,,0 days 00:13:34.230000,,
Mohammed AHMED,2012,,0 days 00:27:34.640000,0 days 00:03:49.560000,0 days 00:13:41.060000,,
Mohammed AHMED,2013,,0 days 00:27:35.760000,,0 days 00:13:40.430000,,
Mohammed AHMED,2014,,0 days 00:28:02.960000,0 days 00:03:46,0 days 00:13:18.880000,,
Mohammed AHMED,2015,,0 days 00:27:46.900000,0 days 00:03:40.180000,0 days 00:13:10,,
Mohammed AHMED,2016,,0 days 00:29:32.840000,0 days 00:03:40.870000,0 days 00:13:01.740000,,
Mohammed AHMED,2017,,0 days 00:27:02.350000,0 days 00:03:40.450000,0 days 00:13:04.600000,,
Mohammed AHMED,2018,,0 days 00:27:20.560000,,0 days 00:13:03.080000,,
Mohammed AHMED,2019,,0 days 00:26:59.350000,0 days 00:03:41.300000,0 days 00:12:58.160000,,
Mohammed AHMED,2020,,,0 days 00:03:34.890000,0 days 00:12:47.200000,,
Mohammed AHMED,2021,,0 days 00:27:47.760000,0 days 00:03:38.220000,0 days 00:12:50.120000,,
Mohammed AHMED,2022,,0 days 00:26:34.140000,,0 days 00:12:55.840000,,
Mohammed AHMED,2023,0 days 00:28:22,0 days 00:27:56.430000,,0 days 00:12:56.460000,,
Mohammed AHMED,2024,,0 days 00:26:53.010000,0 days 00:03:42.540000,0 days 00:13:06.320000,,
Mohammed BENYETTOU,2018,,,,0 days 00:15:08.760000,,
Mohammed BENYETTOU,2019,0 days 00:30:19,,,0 days 00:14:52.780000,,
Mohammed BENYETTOU,2020,,0 days 00:29:28.500000,,,,
Mohammed BENYETTOU,2021,0 days 00:29:17,0 days 00:29:25.490000,0 days 00:03:53.910000,0 days 00:14:21.910000,,
Mohammed BENYETTOU,2022,0 days 00:28:13,,,,0 days 01:02:15,
Mohammed BENYETTOU,2023,0 days 00:28:44,,,,,0 days 02:13:46
Mohammed BENYETTOU,2024,0 days 00:28:01,,,,,
Mohammed BYBAT,2014,,0 days 00:29:24.350000,,0 days 00:14:52.720000,,
Mohammed BYBAT,2015,,,0 days 00:03:46.640000,0 days 00:15:10.110000,,
Mohammed BYBAT,2016,,,0 days 00:03:52.320000,,,
Mohammed BYBAT,2017,0 days 00:30:11,,,,,
Mohammed BYBAT,2018,,,,0 days 00:13:54.320000,,
Mohammed BYBAT,2019,,,,,0 days 01:03:19,
Mohammed BYBAT,2020,,,,,0 days 01:03:51,
Mohammed BYBAT,2021,0 days 00:30:16,,,,,
Mohammed BYBAT,2022,0 days 00:28:07,,,0 days 00:13:41.330000,0 days 01:01:47,
Mohammed BYBAT,2023,0 days 00:29:34,0 days 00:29:24.690000,0 days 00:03:43.510000,,0 days 01:03:15,
Mohammed JOUAHRI,2020,,,0 days 00:03:56.190000,0 days 00:14:37.140000,,
Mohammed JOUAHRI,2021,,,,0 days 00:14:37.020000,,
Mohammed JOUAHRI,2022,,,0 days 00:03:51.280000,0 days 00:13:55.360000,,
Mohammed JOUAHRI,2023,,0 days 00:28:51.720000,0 days 00:03:47.990000,0 days 00:14:06.420000,,
Mohammed JOUAHRI,2024,,0 days 00:28:29.560000,,,,
Mohammed MERBOUHI,2010,,0 days 00:30:06.230000,,,,
Mohammed MERBOUHI,2011,,,,0 days 00:14:46.120000,,
Mohammed MERBOUHI,2012,,,,0 days 00:13:56.220000,,
Mohammed MERBOUHI,2013,,,,0 days 00:13:55.560000,,
Mohammed MERBOUHI,2016,,,,0 days 00:14:12.310000,,
Mohammed MERBOUHI,2019,,,,0 days 00:14:07.540000,,
Mohammed MERBOUHI,2021,,,0 days 00:03:48.720000,,,
Mohammed MERBOUHI,2022,,,,0 days 00:13:40.100000,,
Mohammed MERBOUHI,2023,,,0 days 00:03:45.540000,0 days 00:14:20.840000,,
Mohammed MERBOUHI,2024,,,,0 days 00:13:58,,
Morgan LE GUEN,2019,0 days 00:30:44,,0 days 00:03:50.430000,0 days 00:14:14.630000,,
Morgan LE GUEN,2020,0 days 00:28:55,,,,,
Morgan LE GUEN,2021,0 days 00:28:33,,,0 days 00:13:48.580000,0 days 01:02:22,
Morgan LE GUEN,2022,0 days 00:28:26,,0 days 00:03:45.160000,0 days 00:13:37.220000,0 days 01:01:53,
Morgan LE GUEN,2023,0 days 00:28:19,0 days 00:28:58.080000,0 days 00:03:43.170000,0 days 00:13:29.510000,0 days 01:01:55,
Morgan LE GUEN,2024,0 days 00:28:00,,0 days 00:03:41.760000,0 days 00:13:25.590000,,
Morgan MCDONALD,2012,,,0 days 00:03:56.630000,,,
Morgan MCDONALD,2013,,,0 days 00:03:50.710000,,,
Morgan MCDONALD,2014,,,0 days 00:03:45.920000,0 days 00:14:07.110000,,
Morgan MCDONALD,2016,,,0 days 00:03:41.800000,0 days 00:13:29.790000,,
Morgan MCDONALD,2017,,,,0 days 00:13:15.830000,,
Morgan MCDONALD,2018,,,0 days 00:03:39.140000,0 days 00:13:19.050000,,
Morgan MCDONALD,2019,,0 days 00:29:26.060000,,0 days 00:13:18.910000,,
Morgan MCDONALD,2020,,,0 days 00:03:37.420000,,,
Morgan MCDONALD,2021,,0 days 00:27:58.750000,,0 days 00:13:13.670000,,
Morgan MCDONALD,2022,,,0 days 00:03:39.090000,0 days 00:13:19.210000,,
Morgan MCDONALD,2023,,,,0 days 00:13:24.540000,,
Morgan MCDONALD,2024,,,,0 days 00:13:07.300000,,
Morhad AMDOUNI,2006,,,0 days 00:03:45.720000,0 days 00:14:16.550000,,
Morhad AMDOUNI,2007,,,0 days 00:03:42.840000,0 days 00:13:56.030000,,
Morhad AMDOUNI,2008,,,0 days 00:03:46.470000,0 days 00:14:04.160000,,
Morhad AMDOUNI,2009,,,0 days 00:03:48.080000,0 days 00:13:14.190000,,
Morhad AMDOUNI,2010,,,,0 days 00:13:45.490000,,
Morhad AMDOUNI,2011,0 days 00:29:14,,,,,
Morhad AMDOUNI,2013,0 days 00:29:36,,,,,
Morhad AMDOUNI,2014,0 days 00:29:44,,,,,
Morhad AMDOUNI,2015,0 days 00:28:58,,0 days 00:03:34.050000,0 days 00:14:04.630000,,
Morhad AMDOUNI,2016,0 days 00:29:28,,0 days 00:03:35.580000,0 days 00:13:22.640000,,
Morhad AMDOUNI,2017,,,,0 days 00:13:11.180000,,
Morhad AMDOUNI,2018,,0 days 00:27:36.800000,,0 days 00:13:19.140000,,
Morhad AMDOUNI,2019,,,,,,0 days 02:09:14
Morhad AMDOUNI,2020,0 days 00:27:42,,,,0 days 00:59:40,
Morhad AMDOUNI,2021,0 days 00:28:27,0 days 00:27:23.390000,,,,0 days 02:14:33
Morhad AMDOUNI,2022,0 days 00:28:06,,,,,0 days 02:05:22
Morhad AMDOUNI,2023,0 days 00:28:39,,,,,0 days 02:06:55
Morhad AMDOUNI,2024,,,,,,0 days 02:03:47
Moritz KLEESIEK,2021,,,0 days 00:03:59.780000,,,
Moritz KLEESIEK,2022,,,0 days 00:03:54.460000,,,
Moritz KLEESIEK,2023,,,0 days 00:03:48.750000,,,
Moritz KLEESIEK,2024,,,0 days 00:03:45.790000,,,
Moses KEMEI,2018,,,,,0 days 01:00:44,
Moses KEMEI,2019,,,,,0 days 01:00:48,
Moses KEMEI,2021,,,,,,0 days 02:10:28
Moses KEMEI,2022,,,,,0 days 01:02:13,0 days 02:11:55
Moses KEMEI,2023,,,,,0 days 01:06:08,0 days 02:09:26
Moses KOECH,2014,,,,0 days 00:13:34,,
Moses KOECH,2015,,,,0 days 00:13:15.560000,,
Moses KOECH,2016,,,,0 days 00:13:35.100000,,
Moses KOECH,2017,0 days 00:29:35,,,0 days 00:13:15.570000,,
Moses KOECH,2018,0 days 00:27:46,,,0 days 00:13:29.890000,,
Moses KOECH,2019,0 days 00:28:52,,,,0 days 01:00:11,
Moses KOECH,2020,,,,,0 days 01:00:00,
Moses KOECH,2022,,,,,0 days 01:00:56,
Moses KOECH,2023,,,,,0 days 01:00:55,
Moses KOECH,2024,,,,,0 days 01:02:44,
Moumin Bouh GUELLEH,2017,,,,0 days 00:14:09.410000,,
Moumin Bouh GUELLEH,2019,,0 days 00:28:43.900000,,0 days 00:14:34.030000,,
Moumin Bouh GUELLEH,2021,,,,,0 days 01:04:06,
Moumin Bouh GUELLEH,2022,,0 days 00:29:57.430000,,0 days 00:14:22.510000,,
Moumin Bouh GUELLEH,2023,0 days 00:28:23,0 days 00:28:47.150000,,0 days 00:13:27.080000,0 days 01:02:48,
Moumin Bouh GUELLEH,2024,0 days 00:28:45,,,,,
Muktar EDRIS,2011,,0 days 00:28:44.950000,,,,
Muktar EDRIS,2012,0 days 00:28:45,,,0 days 00:13:04.340000,,
Muktar EDRIS,2013,0 days 00:28:11,,,0 days 00:13:03.690000,,
Muktar EDRIS,2014,0 days 00:28:52,,,0 days 00:12:54.830000,,
Muktar EDRIS,2015,0 days 00:28:22,0 days 00:27:17.180000,,0 days 00:13:00.300000,,
Muktar EDRIS,2016,0 days 00:28:19,,,0 days 00:12:59.430000,,
Muktar EDRIS,2017,0 days 00:28:45,0 days 00:27:20.600000,,0 days 00:12:55.230000,,
Muktar EDRIS,2018,0 days 00:28:31,,,0 days 00:12:55.180000,,
Muktar EDRIS,2019,0 days 00:27:57,,,0 days 00:12:58.850000,,
Muktar EDRIS,2020,,,,,0 days 00:59:04,
Muktar EDRIS,2021,0 days 00:28:14,,,0 days 00:13:04.690000,0 days 00:58:40,
Muktar EDRIS,2022,0 days 00:28:31,,,0 days 00:12:58.630000,0 days 01:01:05,
Muktar EDRIS,2023,0 days 00:28:06,,,0 days 00:13:29.650000,0 days 01:00:27,
Muktar EDRIS,2024,0 days 00:27:38,,,0 days 00:13:10.400000,,
Mulugeta DEBASU,2023,,,,,,0 days 02:06:36
Mulugeta DEBASU,2024,,,,,0 days 01:02:30,
Musio SAIDAMU,2019,,0 days 00:28:03.530000,,0 days 00:13:25.070000,,
Musio SAIDAMU,2020,,0 days 00:27:46.010000,,0 days 00:13:26.920000,,
Musio SAIDAMU,2021,,0 days 00:29:04.010000,,0 days 00:13:24.170000,,
Musio SAIDAMU,2022,,0 days 00:27:37.360000,,0 days 00:13:24.540000,0 days 01:01:51,
Musio SAIDAMU,2023,,0 days 00:27:43.670000,,0 days 00:13:24.400000,0 days 01:01:43,
Musio SAIDAMU,2024,,,,0 days 00:13:28.370000,0 days 01:04:39,
Mustafe MUUSE,2018,,,0 days 00:04:03.210000,,,
Mustafe MUUSE,2019,,,0 days 00:04:04.640000,0 days 00:15:43.720000,,
Mustafe MUUSE,2021,,,0 days 00:03:55.020000,0 days 00:14:32.620000,,
Mustafe MUUSE,2022,,0 days 00:30:08.530000,0 days 00:03:46.550000,0 days 00:14:02.220000,,
Mustafe MUUSE,2023,,,0 days 00:03:44.930000,0 days 00:13:51.560000,,
Mustapha HOUDADI,2011,,,0 days 00:03:52.880000,,,
Mustapha HOUDADI,2013,,0 days 00:30:05.630000,,,,
Mustapha HOUDADI,2016,,0 days 00:28:31.910000,,,,
Mustapha HOUDADI,2017,0 days 00:28:30,,,0 days 00:14:39.310000,0 days 01:02:52,
Mustapha HOUDADI,2019,0 days 00:28:29,0 days 00:29:13.500000,,0 days 00:14:46.400000,0 days 01:04:55,
Mustapha HOUDADI,2021,,0 days 00:29:02.690000,,,0 days 01:02:09,
Mustapha HOUDADI,2022,,0 days 00:28:08.720000,,,,
Mustapha HOUDADI,2023,,,,,,0 days 02:09:34
Mustapha HOUDADI,2024,,,,,,0 days 02:09:36
Mustefa Kedir TEBO,2018,0 days 00:29:43,,,,0 days 01:02:35,
Mustefa Kedir TEBO,2021,,,,,,0 days 02:07:49
Mustefa Kedir TEBO,2023,,,,0 days 00:14:15.400000,0 days 01:03:16,
Mustefa Kedir TEBO,2024,0 days 00:28:38,,,,0 days 01:00:48,
Muthoni MUIRU,2016,,,,0 days 00:13:48.440000,,
Muthoni MUIRU,2017,,0 days 00:27:38.050000,,0 days 00:13:32.420000,0 days 01:01:59,
Muthoni MUIRU,2018,,,,0 days 00:13:38.410000,,
Muthoni MUIRU,2019,,0 days 00:27:55.440000,,0 days 00:13:42.010000,,
