Name,Year,10 Kilometres Road,"10,000 Metres",1500 Metres,5000 Metres,Half Marathon,Marathon
AJ ERNST,2017,,,0 days 00:03:50.880000,,,
AJ ERNST,2019,,,,0 days 00:14:33.730000,,
AJ ERNST,2021,,,0 days 00:03:39,,,
AJ ERNST,2022,,,0 days 00:03:40.050000,,,
AJ ERNST,2023,,,0 days 00:03:36.980000,,,
AJ ERNST,2024,,,0 days 00:03:37.170000,,,
Aaron AHL,2017,,,0 days 00:04:00.310000,,,
Aaron AHL,2018,,,0 days 00:03:56.760000,,,
Aaron AHL,2019,,,0 days 00:03:51.140000,,,
Aaron AHL,2020,,,,0 days 00:14:45.790000,,
Aaron AHL,2021,,,0 days 00:03:38.740000,,,
Aaron AHL,2022,,,0 days 00:03:39.040000,,,
Aaron AHL,2023,,,0 days 00:03:38.510000,,,
Aarón LAS HERAS,2016,,,0 days 00:03:59.080000,,,
Aarón LAS HERAS,2017,,,0 days 00:03:49.870000,0 days 00:14:50.850000,,
Aarón LAS HERAS,2018,,,0 days 00:03:46.070000,0 days 00:14:14.990000,,
Aarón LAS HERAS,2019,,,0 days 00:03:49.970000,0 days 00:14:02.760000,,
Aarón LAS HERAS,2020,,,0 days 00:03:43,0 days 00:14:27.120000,,
Aarón LAS HERAS,2021,,,0 days 00:03:42.890000,0 days 00:13:42.210000,,
Aarón LAS HERAS,2022,,0 days 00:29:31.910000,0 days 00:03:46,0 days 00:13:38.020000,,
Aarón LAS HERAS,2023,,,0 days 00:03:36.390000,0 days 00:13:27.470000,,
Aarón LAS HERAS,2024,,0 days 00:28:19.430000,0 days 00:03:44.900000,0 days 00:13:16.680000,,
Abayneh DEGU,2015,0 days 00:28:05,,,,,
Abayneh DEGU,2016,,,,,0 days 01:01:43,
Abayneh DEGU,2017,,0 days 00:28:13.600000,,0 days 00:13:25.550000,,
Abayneh DEGU,2018,0 days 00:28:03,0 days 00:27:59.770000,,0 days 00:13:36.850000,0 days 01:01:01,
Abayneh DEGU,2019,0 days 00:27:51,,,0 days 00:13:44.100000,0 days 00:59:58,
Abayneh DEGU,2021,,,,,,0 days 02:04:53
Abayneh DEGU,2022,,,,,0 days 01:00:25,0 days 02:06:03
Abayneh DEGU,2023,,,,,,0 days 02:08:28
Abayneh DEGU,2024,,,,,,0 days 02:16:25
Abbabiya SIMBASSA,2013,,0 days 00:32:00.500000,0 days 00:03:54.560000,0 days 00:14:51.700000,,
Abbabiya SIMBASSA,2014,,0 days 00:28:42.560000,0 days 00:03:48.060000,0 days 00:14:07.280000,,
Abbabiya SIMBASSA,2015,,0 days 00:29:21,0 days 00:03:46.890000,0 days 00:14:01.870000,,
Abbabiya SIMBASSA,2016,0 days 00:29:59,,,0 days 00:13:29.510000,0 days 01:03:28,
Abbabiya SIMBASSA,2017,,0 days 00:27:45.780000,,0 days 00:13:25.790000,,
Abbabiya SIMBASSA,2019,0 days 00:29:09,,,0 days 00:13:46.970000,,
Abbabiya SIMBASSA,2020,,0 days 00:28:29.960000,,0 days 00:13:43.310000,,
Abbabiya SIMBASSA,2021,0 days 00:28:39,0 days 00:27:59.940000,0 days 00:03:39.880000,0 days 00:13:19.120000,,
Abbabiya SIMBASSA,2022,0 days 00:28:13,0 days 00:28:01.420000,,0 days 00:13:33.560000,0 days 01:00:37,
Abbabiya SIMBASSA,2023,0 days 00:28:19,,,,0 days 01:00:42,0 days 02:10:34
Abbabiya SIMBASSA,2024,,,,,0 days 01:00:45,0 days 02:12:21
Abdel LAADJEL,2021,,,,0 days 00:14:10.360000,,
Abdel LAADJEL,2022,,0 days 00:29:23.920000,,0 days 00:14:02.940000,,
Abdel LAADJEL,2023,,0 days 00:29:12.500000,,0 days 00:13:50.030000,,
Abdel LAADJEL,2024,,0 days 00:28:56.340000,,0 days 00:13:46.370000,,
Abdela GODANA,2014,,,,,,0 days 02:13:28
Abdela GODANA,2015,,,,,,0 days 02:11:37
Abdela GODANA,2016,,,,,,0 days 02:12:17
Abdela GODANA,2017,,,,,,0 days 02:09:45
Abdela GODANA,2018,,,,,,0 days 02:08:32
Abdela GODANA,2019,,,,,,0 days 02:09:04
Abdela GODANA,2020,,,,,,0 days 02:08:06
Abdela GODANA,2021,,,,,,0 days 02:10:14
Abdela GODANA,2022,,,,,,0 days 02:08:44
Abdela GODANA,2023,,,,,,0 days 02:11:31
Abdela GODANA,2024,,,,,,0 days 02:12:27
Abdelaati IGUIDER,2004,,,0 days 00:03:35.530000,,,
Abdelaati IGUIDER,2005,,,0 days 00:03:35.630000,,,
Abdelaati IGUIDER,2006,,,0 days 00:03:32.680000,,,
Abdelaati IGUIDER,2007,,,0 days 00:03:32.750000,,,
Abdelaati IGUIDER,2008,,,0 days 00:03:31.880000,,,
Abdelaati IGUIDER,2009,,,0 days 00:03:31.470000,,,
Abdelaati IGUIDER,2010,,,0 days 00:03:34.250000,,,
Abdelaati IGUIDER,2011,,,0 days 00:03:31.600000,,,
Abdelaati IGUIDER,2012,,,0 days 00:03:33.990000,0 days 00:13:09.170000,,
Abdelaati IGUIDER,2013,,,0 days 00:03:33.290000,,,
Abdelaati IGUIDER,2014,,,0 days 00:03:29.830000,,,
Abdelaati IGUIDER,2015,,,0 days 00:03:28.790000,0 days 00:12:59.250000,,
Abdelaati IGUIDER,2016,,,0 days 00:03:31.400000,0 days 00:13:08.610000,,
Abdelaati IGUIDER,2017,,,0 days 00:03:34.990000,,,
Abdelaati IGUIDER,2018,,,0 days 00:03:31.590000,,,
Abdelaati IGUIDER,2019,,,0 days 00:03:31.640000,0 days 00:13:17.740000,,
Abdelaati IGUIDER,2020,0 days 00:28:22,,,,,
Abdelaati IGUIDER,2021,,,0 days 00:03:37.120000,0 days 00:13:14.470000,,
Abdelaati IGUIDER,2022,,,,,0 days 01:04:49,0 days 02:10:42
Abdelaati IGUIDER,2023,0 days 00:28:17,,,0 days 00:13:14.550000,,
Abdelaziz MERZOUGUI,2007,,,0 days 00:04:01.820000,,,
Abdelaziz MERZOUGUI,2008,0 days 00:30:30,,0 days 00:03:52.670000,0 days 00:14:39.140000,,
Abdelaziz MERZOUGUI,2009,,,0 days 00:03:51.660000,,,
Abdelaziz MERZOUGUI,2010,,,0 days 00:03:44.710000,,,
Abdelaziz MERZOUGUI,2011,0 days 00:30:37,,0 days 00:03:41.520000,,,
Abdelaziz MERZOUGUI,2012,,,0 days 00:04:11.960000,,,
Abdelaziz MERZOUGUI,2013,,,0 days 00:03:44.840000,0 days 00:14:08.140000,,
Abdelaziz MERZOUGUI,2014,0 days 00:29:17,,0 days 00:04:12.200000,,,
Abdelaziz MERZOUGUI,2015,0 days 00:28:56,,0 days 00:03:43.780000,,,
Abdelaziz MERZOUGUI,2016,0 days 00:29:38,,,,,
Abdelaziz MERZOUGUI,2017,0 days 00:30:07,,0 days 00:03:51.190000,,,
Abdelaziz MERZOUGUI,2018,0 days 00:30:38,,0 days 00:03:49.160000,,0 days 01:02:48,
Abdelaziz MERZOUGUI,2019,0 days 00:30:35,,,,0 days 01:05:08,
Abdelaziz MERZOUGUI,2021,0 days 00:29:41,,0 days 00:03:55.580000,,0 days 01:07:25,0 days 02:08:52
Abdelaziz MERZOUGUI,2022,0 days 00:29:25,,,,0 days 01:05:41,0 days 02:08:00
Abdelaziz MERZOUGUI,2023,,,,,,0 days 02:22:29
Abdelaziz MERZOUGUI,2024,,,,,,0 days 02:10:53
Abdelilah ELMAIMOUNI,2017,0 days 00:29:22,,,,,
Abdelilah ELMAIMOUNI,2018,0 days 00:30:29,,,,0 days 01:04:36,
Abdelilah ELMAIMOUNI,2019,0 days 00:30:57,,,,,
Abdelilah ELMAIMOUNI,2020,,,,0 days 00:14:01.320000,,
Abdelilah ELMAIMOUNI,2021,0 days 00:29:58,,,,,
Abdelilah ELMAIMOUNI,2022,0 days 00:29:36,,,0 days 00:13:57.940000,0 days 01:03:30,0 days 02:08:50
Abdelilah ELMAIMOUNI,2023,,,,,,0 days 02:09:48
Abdelkader AL GHAM,2016,,,0 days 00:03:53,0 days 00:14:36.730000,,
Abdelkader AL GHAM,2017,0 days 00:30:24,,,,,
Abdelkader AL GHAM,2018,0 days 00:28:58,,,,,
Abdelkader AL GHAM,2019,0 days 00:29:49,,,,,
Abdelkader AL GHAM,2020,0 days 00:29:09,,,,,
Abdelkader AL GHAM,2021,0 days 00:29:28,,,,,
Abdelkader AL GHAM,2022,,,0 days 00:04:03.010000,0 days 00:14:26.410000,,
Abdelkader AL GHAM,2023,0 days 00:28:42,0 days 00:28:31.400000,,0 days 00:14:07.100000,,
Abdellah TAGHARRAFET,2009,,,,,0 days 01:02:00,
Abdellah TAGHARRAFET,2021,,,,,,0 days 02:09:40
Abdellah TAGHARRAFET,2022,,,,,0 days 01:04:40,0 days 02:08:14
Abdellah TAGHARRAFET,2023,,,,,0 days 01:03:36,0 days 02:09:50
Abdellah TAGHARRAFET,2024,,,,,,0 days 02:09:02
Abdellatif SADIKI,2018,,,0 days 00:03:53.790000,,,
Abdellatif SADIKI,2019,,,0 days 00:03:38.080000,,,
Abdellatif SADIKI,2020,,,0 days 00:03:45.750000,,,
Abdellatif SADIKI,2021,,,0 days 00:03:33.590000,,,
Abdellatif SADIKI,2022,,,0 days 00:03:33.930000,,0 days 01:08:25,
Abdellatif SADIKI,2023,,,0 days 00:03:35.660000,,,
Abdellatif SADIKI,2024,,,0 days 00:03:41.850000,,0 days 01:09:32,
Abdenasir FATHI,2010,,,,0 days 00:13:58.080000,,
Abdenasir FATHI,2011,0 days 00:29:29,0 days 00:28:33.340000,,0 days 00:14:00.340000,,
Abdenasir FATHI,2012,0 days 00:29:12,,,0 days 00:13:12.150000,,
Abdenasir FATHI,2013,0 days 00:28:40,0 days 00:28:42.350000,,0 days 00:13:44.140000,,
Abdenasir FATHI,2014,0 days 00:29:39,0 days 00:29:07.190000,,,,
Abdenasir FATHI,2015,0 days 00:30:01,0 days 00:29:11.900000,,,,
Abdenasir FATHI,2016,0 days 00:28:18,0 days 00:29:30.920000,,0 days 00:14:11.660000,,
Abdenasir FATHI,2017,0 days 00:28:25,,,,0 days 01:01:37,0 days 02:14:33
Abdenasir FATHI,2018,0 days 00:28:04,,,,0 days 01:02:22,0 days 02:16:49
Abdenasir FATHI,2019,0 days 00:28:59,,,,0 days 01:03:18,0 days 02:20:03
Abdenasir FATHI,2021,,,,,0 days 01:02:39,
Abdenasir FATHI,2022,0 days 00:28:52,,,,0 days 01:01:32,0 days 02:21:07
Abdenasir FATHI,2023,,,,,,0 days 02:22:37
Abdenasir FATHI,2024,,,,,0 days 01:02:30,
Abderraahmane AFERDI,2017,,,,,0 days 01:09:48,
Abderraahmane AFERDI,2021,0 days 00:30:21,,,,,
Abderraahmane AFERDI,2022,0 days 00:29:31,,,,,
Abderraahmane AFERDI,2023,0 days 00:28:19,,,,0 days 01:01:28,
Abderraahmane AFERDI,2024,0 days 00:30:19,,,,,
Abdi Ali GELELCHU,2013,,,0 days 00:03:58.610000,,,
Abdi Ali GELELCHU,2014,0 days 00:30:35,,,,,
Abdi Ali GELELCHU,2016,,,0 days 00:03:47.800000,,0 days 01:03:42,
Abdi Ali GELELCHU,2018,,,,,,0 days 02:11:32
Abdi Ali GELELCHU,2019,,,,,,0 days 02:09:44
Abdi Ali GELELCHU,2020,,,,,,0 days 02:08:56
Abdi Ali GELELCHU,2022,,,,,,0 days 02:07:15
Abdi Ali GELELCHU,2023,,,,,0 days 01:01:22,0 days 02:10:39
Abdi Ali GELELCHU,2024,,,,,,0 days 02:08:22
Abdi KEBEDE,2018,,,,,,0 days 02:14:07
Abdi KEBEDE,2019,,,,,,0 days 02:10:23
Abdi KEBEDE,2020,,,,,,0 days 02:07:58
Abdi KEBEDE,2021,,,,,,0 days 02:06:43
Abdi KEBEDE,2022,,,,,,0 days 02:08:52
Abdi KEBEDE,2023,,,,,,0 days 02:07:14
Abdi KEBEDE,2024,,,,,,0 days 02:10:19
Abdi NAGEEYE,2008,0 days 00:30:23,0 days 00:30:32.260000,0 days 00:03:53.850000,0 days 00:14:36.720000,,
Abdi NAGEEYE,2009,0 days 00:29:50,,0 days 00:03:42.190000,0 days 00:13:58.780000,,
Abdi NAGEEYE,2010,0 days 00:29:14,,0 days 00:03:43.500000,0 days 00:14:00.090000,,
Abdi NAGEEYE,2011,0 days 00:29:14,,0 days 00:03:51.820000,0 days 00:14:04.030000,,
Abdi NAGEEYE,2012,0 days 00:28:55,0 days 00:28:24.790000,0 days 00:03:50.200000,0 days 00:13:38.860000,0 days 01:04:01,
Abdi NAGEEYE,2013,0 days 00:28:08,0 days 00:28:21.290000,,0 days 00:13:50.890000,0 days 01:03:47,
Abdi NAGEEYE,2014,0 days 00:29:10,,,,0 days 01:03:48,0 days 02:11:33
Abdi NAGEEYE,2015,0 days 00:28:50,,,,0 days 01:02:56,0 days 02:10:24
Abdi NAGEEYE,2016,,,,,0 days 01:02:08,0 days 02:13:01
Abdi NAGEEYE,2017,0 days 00:28:45,,,,,0 days 02:08:16
Abdi NAGEEYE,2019,,,,,0 days 01:00:24,0 days 02:06:17
Abdi NAGEEYE,2020,,,,,,0 days 02:07:09
Abdi NAGEEYE,2021,0 days 00:28:29,,,,,0 days 02:09:58
Abdi NAGEEYE,2022,,,,,,0 days 02:04:56
Abdi NAGEEYE,2023,,,,,0 days 01:01:10,0 days 02:05:32
Abdi NAGEEYE,2024,,,,,0 days 01:00:21,0 days 02:04:45
Abdi WAISS,2014,,,0 days 00:03:40.020000,,,
Abdi WAISS,2015,,,0 days 00:03:36.090000,,,
Abdi WAISS,2016,,,0 days 00:03:34.550000,,,
Abdi WAISS,2017,,,0 days 00:03:43.270000,,,
Abdi WAISS,2018,,,0 days 00:03:41.640000,,,
Abdi WAISS,2019,,,0 days 00:03:35.820000,,,
Abdi WAISS,2020,,,0 days 00:03:40.830000,,,
Abdi WAISS,2021,,,0 days 00:03:41.150000,,0 days 01:04:37,
Abdi WAISS,2023,,0 days 00:30:26.040000,0 days 00:03:39.190000,0 days 00:13:25.840000,0 days 01:04:52,
Abdirahman Saeed HASSAN,2016,,,0 days 00:03:47.270000,,,
Abdirahman Saeed HASSAN,2017,,,0 days 00:03:46.790000,,,
Abdirahman Saeed HASSAN,2019,,,0 days 00:03:39.700000,,,
Abdirahman Saeed HASSAN,2020,,,0 days 00:03:44.850000,,,
Abdirahman Saeed HASSAN,2021,,,0 days 00:03:34.240000,,,
Abdirahman Saeed HASSAN,2022,,,0 days 00:03:41.040000,,,
Abdirahman Saeed HASSAN,2023,,,0 days 00:03:40.550000,,,
Abdirahman Saeed HASSAN,2024,,,0 days 00:03:37.690000,,,
Abdisa FAYISA,2023,,,0 days 00:03:36.120000,0 days 00:14:07.120000,,
Abdisa FAYISA,2024,,,,0 days 00:13:34.770000,,
Abdisa TOLA,2022,,,,,0 days 01:03:27,
Abdisa TOLA,2023,,,,,0 days 01:02:41,0 days 02:05:42
Abdulkerim TEKI,2023,,,0 days 00:03:36.380000,,,
Abdulkerim TEKI,2024,,,0 days 00:03:38.270000,,,
Abdullahi Dahir RABI,2019,0 days 00:29:33,,0 days 00:03:50.830000,,,
Abdullahi Dahir RABI,2020,0 days 00:29:17,,0 days 00:03:53.100000,0 days 00:13:57.210000,,
Abdullahi Dahir RABI,2021,0 days 00:30:03,,,0 days 00:13:49.880000,,
Abdullahi Dahir RABI,2022,0 days 00:28:23,0 days 00:28:11.710000,0 days 00:03:43.770000,0 days 00:13:42.840000,,
Abdullahi Dahir RABI,2023,,0 days 00:31:18.490000,0 days 00:03:49.840000,0 days 00:13:34.280000,,
Abdullahi Dahir RABI,2024,,,,0 days 00:14:32.460000,,
Abdurrahman GEDIKLIOĞLU,2013,,,0 days 00:04:01.300000,,,
Abdurrahman GEDIKLIOĞLU,2014,,,0 days 00:03:54.820000,,,
Abdurrahman GEDIKLIOĞLU,2015,,,0 days 00:03:55.880000,,,
Abdurrahman GEDIKLIOĞLU,2016,,,0 days 00:03:47.400000,,,
Abdurrahman GEDIKLIOĞLU,2017,,,0 days 00:03:45.260000,,,
Abdurrahman GEDIKLIOĞLU,2018,,,0 days 00:03:49.940000,0 days 00:15:10.240000,,
Abdurrahman GEDIKLIOĞLU,2019,,,0 days 00:03:44.850000,0 days 00:14:45.660000,,
Abdurrahman GEDIKLIOĞLU,2020,,,0 days 00:03:48.370000,0 days 00:14:26.410000,,
Abdurrahman GEDIKLIOĞLU,2021,,,0 days 00:03:45.150000,,,
Abdurrahman GEDIKLIOĞLU,2022,,,0 days 00:03:46.200000,0 days 00:14:34.970000,,
Abdurrahman GEDIKLIOĞLU,2023,,,0 days 00:03:44.740000,0 days 00:13:51.200000,,
Abdurrahman GEDIKLIOĞLU,2024,,,0 days 00:03:43.410000,0 days 00:13:44.820000,,
Abe GASHAHUN,2015,0 days 00:29:44,,,0 days 00:15:08.280000,,
Abe GASHAHUN,2016,0 days 00:28:54,,,,,
Abe GASHAHUN,2018,0 days 00:29:27,,,0 days 00:13:22.380000,,
Abe GASHAHUN,2019,,,,0 days 00:13:19.590000,,
Abe GASHAHUN,2020,,,,,,0 days 02:11:02
Abe GASHAHUN,2021,0 days 00:28:20,,,,0 days 00:59:46,0 days 02:09:25
Abe GASHAHUN,2022,0 days 00:28:33,,,,0 days 01:00:56,0 days 02:12:09
Abe GASHAHUN,2023,,,,,0 days 01:06:07,
Abe GASHAHUN,2024,,,,,0 days 01:05:04,0 days 02:08:51
Abebaw DESALEW,2023,,,,,0 days 01:01:15,
Abebaw DESALEW,2024,,,,,,0 days 02:09:11
Abebaw MUNIYE,2023,,,,,0 days 01:01:06,
Abebaw MUNIYE,2024,,,,,,0 days 02:09:09
Abel KIPCHUMBA,2017,0 days 00:28:06,0 days 00:29:44.080000,,,,
Abel KIPCHUMBA,2018,,,,,0 days 00:59:29,
Abel KIPCHUMBA,2019,,,,,0 days 00:59:40,0 days 02:09:39
Abel KIPCHUMBA,2020,,,,,0 days 00:59:35,
Abel KIPCHUMBA,2021,,,,,0 days 00:58:07,0 days 02:15:31
Abel KIPCHUMBA,2022,,,,,0 days 00:59:47,0 days 02:06:49
Abel KIPCHUMBA,2023,0 days 00:29:05,,,,0 days 01:01:32,
Abel KIPCHUMBA,2024,,,,,0 days 01:00:25,
Abel KIPSANG,2020,,,0 days 00:03:35.430000,,,
Abel KIPSANG,2021,,,0 days 00:03:29.560000,,,
Abel KIPSANG,2022,,,0 days 00:03:29.930000,,,
Abel KIPSANG,2023,,,0 days 00:03:29.110000,,,
Abel KIPSANG,2024,,,0 days 00:03:35.670000,,,
Abel KIRUI,2004,,0 days 00:29:57.020000,,0 days 00:14:22.080000,,
Abel KIRUI,2005,0 days 00:29:04,0 days 00:28:30.150000,0 days 00:03:46.100000,0 days 00:13:52.710000,,
Abel KIRUI,2006,,,0 days 00:03:51.280000,0 days 00:13:59.070000,0 days 01:01:15,0 days 02:15:22
Abel KIRUI,2007,,,,,0 days 01:00:11,0 days 02:06:51
Abel KIRUI,2008,,0 days 00:28:16.860000,,,,0 days 02:07:38
Abel KIRUI,2009,,,,0 days 00:13:48.020000,0 days 01:00:27,0 days 02:05:04
Abel KIRUI,2010,,,,,0 days 01:04:17,0 days 02:08:04
Abel KIRUI,2011,,,,,0 days 01:02:08,0 days 02:07:38
Abel KIRUI,2012,,,,,0 days 01:00:28,0 days 02:07:56
Abel KIRUI,2013,,,,,0 days 01:02:04,
Abel KIRUI,2014,,,,,0 days 01:02:01,0 days 02:09:04
Abel KIRUI,2015,0 days 00:28:46,,,,0 days 01:01:22,0 days 02:10:55
Abel KIRUI,2016,,,,,0 days 01:02:56,0 days 02:08:06
Abel KIRUI,2017,,,,,0 days 01:01:30,0 days 02:07:45
Abel KIRUI,2018,0 days 00:28:53,,,,,0 days 02:07:07
Abel KIRUI,2020,,,,,,0 days 02:05:05
Abel KIRUI,2021,,,,,,0 days 02:06:52
Abel KIRUI,2022,,,,,,0 days 02:07:25
Abel KIRUI,2023,,,,,,0 days 02:08:36
Abel MUTAI,2019,0 days 00:28:40,0 days 00:28:43.180000,,,,
Abel MUTAI,2020,,,,,0 days 01:01:57,
Abel MUTAI,2021,,0 days 00:28:48,,0 days 00:13:39.590000,,
Abel MUTAI,2022,,0 days 00:29:06.290000,,,0 days 01:01:00,
Abel MUTAI,2023,,0 days 00:28:43.760000,,,0 days 01:01:59,
Abel MUTAI,2024,,,,,,0 days 02:12:29
Abel TEFFRA,2022,,,0 days 00:03:41.930000,,,
Abel TEFFRA,2023,,,0 days 00:03:40.170000,,,
Abel TEFFRA,2024,,,0 days 00:03:38.250000,,,
Abida EZAMZAMI,2013,,,,,0 days 01:06:20,
Abida EZAMZAMI,2014,,,,,0 days 01:07:39,
Abida EZAMZAMI,2015,0 days 00:29:53,,,,0 days 01:04:20,
Abida EZAMZAMI,2020,,,,,,0 days 02:18:43
Abida EZAMZAMI,2021,,,,,,0 days 02:10:30
Abida EZAMZAMI,2022,,,,,0 days 01:02:01,0 days 02:09:52
Abida EZAMZAMI,2023,,,,,0 days 01:04:47,0 days 02:09:04
Abraham AKOPESHA,2011,,,,0 days 00:13:29.190000,,
Abraham AKOPESHA,2012,,,0 days 00:03:42.220000,,,
Abraham AKOPESHA,2014,,,,,0 days 01:01:27,
Abraham AKOPESHA,2015,,,,,0 days 01:00:25,
Abraham AKOPESHA,2016,,,,,0 days 01:02:08,
Abraham AKOPESHA,2017,,,,,,0 days 02:10:12
Abraham AKOPESHA,2018,,,,,0 days 01:01:19,0 days 02:14:06
Abraham AKOPESHA,2023,,,,,0 days 01:00:40,
Abraham AKOPESHA,2024,,,,,0 days 01:01:13,
Abraham CHEROBEN,2012,,,,,0 days 01:03:53,
Abraham CHEROBEN,2013,0 days 00:29:06,,,,0 days 01:00:38,
Abraham CHEROBEN,2014,,,,,0 days 00:58:48,
Abraham CHEROBEN,2015,0 days 00:27:35,,,,0 days 00:59:10,
Abraham CHEROBEN,2016,0 days 00:28:32,0 days 00:27:31.860000,,,0 days 01:00:35,
Abraham CHEROBEN,2017,,0 days 00:27:11.080000,,,0 days 00:58:40,
Abraham CHEROBEN,2018,0 days 00:28:55,0 days 00:29:00.290000,,,0 days 01:00:22,
Abraham CHEROBEN,2019,0 days 00:28:17,,,,0 days 00:59:42,
Abraham CHEROBEN,2022,,,,,0 days 01:00:19,
Abraham CHEROBEN,2023,,,,,0 days 01:00:20,
Abraham CHEROBEN,2024,,,,,,0 days 02:09:20
Abraham GUEM,2016,,,0 days 00:03:55.140000,,,
Abraham GUEM,2019,,,0 days 00:03:43.360000,,,
Abraham GUEM,2020,,,0 days 00:03:48.580000,,,
Abraham GUEM,2021,,,0 days 00:03:40.860000,,,
Abraham GUEM,2022,,,0 days 00:03:39.300000,,,
Abraham GUEM,2023,,,0 days 00:03:37.850000,0 days 00:13:41.800000,,
Abraham GUEM,2024,,,0 days 00:03:38.830000,,,
Abraham KIPTOO,2022,,,,,,0 days 02:05:04
Abraham KIPTOO,2023,0 days 00:30:43,,,,0 days 01:03:28,0 days 02:09:51
Abraham KIPTOO,2024,,,,,,0 days 02:08:34
Abraraw MISGANAW,2012,0 days 00:28:44,,,,0 days 01:03:06,
Abraraw MISGANAW,2013,0 days 00:29:24,,,,0 days 01:01:17,
Abraraw MISGANAW,2014,,,,,0 days 01:03:03,0 days 02:10:22
Abraraw MISGANAW,2015,,,,,,0 days 02:10:41
Abraraw MISGANAW,2016,,,,,0 days 01:02:22,0 days 02:09:47
Abraraw MISGANAW,2017,,,,,,0 days 02:13:51
Abraraw MISGANAW,2019,,,,,,0 days 02:26:16
Abraraw MISGANAW,2022,,0 days 00:29:32.080000,,,,0 days 02:10:29
Abraraw MISGANAW,2023,,,,,,0 days 02:06:39
Abraraw MISGANAW,2024,,,,,,0 days 02:13:20
Adam FOGG,2015,,,0 days 00:04:01.770000,,,
Adam FOGG,2016,,,0 days 00:03:59.110000,,,
Adam FOGG,2017,,,0 days 00:03:54.250000,0 days 00:15:51.370000,,
Adam FOGG,2018,,,0 days 00:03:47.750000,,,
Adam FOGG,2019,,,0 days 00:03:40.430000,,,
Adam FOGG,2020,,,0 days 00:03:42.940000,0 days 00:14:03.970000,,
Adam FOGG,2021,,0 days 00:29:26.280000,0 days 00:03:38.790000,0 days 00:13:58.480000,,
Adam FOGG,2022,,,0 days 00:03:37.960000,,,
Adam FOGG,2023,,,0 days 00:03:35.700000,,,
Adam FOGG,2024,,,0 days 00:03:34.370000,,,
Adam MAIJO,2018,,,0 days 00:03:56.910000,,,
Adam MAIJO,2019,0 days 00:30:26,,0 days 00:03:47.330000,,,
Adam MAIJO,2020,,,0 days 00:03:55.620000,0 days 00:14:51.290000,,
Adam MAIJO,2021,,,0 days 00:03:45.380000,0 days 00:14:19.050000,,
Adam MAIJO,2022,0 days 00:28:48,,0 days 00:03:38.880000,0 days 00:13:40.070000,,
Adam MAIJO,2023,0 days 00:29:04,,0 days 00:03:41.320000,0 days 00:13:50.770000,,
Adam MAIJO,2024,0 days 00:31:23,,,,,
Adam MOORE,2016,,,0 days 00:03:58.080000,,,
Adam MOORE,2017,,,0 days 00:03:51.180000,,,
Adam MOORE,2018,,,0 days 00:03:47.740000,,,
Adam MOORE,2019,,,0 days 00:03:43.280000,,,
Adam MOORE,2021,,,0 days 00:03:44.670000,,,
Adam MOORE,2022,,,0 days 00:03:42.920000,,,
Adam MOORE,2023,,,0 days 00:03:43.280000,,,
Adam NOWICKI,2010,,,0 days 00:03:54,0 days 00:15:02.270000,,
Adam NOWICKI,2011,,,0 days 00:03:51.770000,0 days 00:14:39.970000,,
Adam NOWICKI,2012,,,0 days 00:03:54.030000,0 days 00:14:28.740000,,
Adam NOWICKI,2013,0 days 00:30:36,0 days 00:30:19.860000,0 days 00:03:53.170000,0 days 00:14:37.560000,,
Adam NOWICKI,2014,0 days 00:30:01,0 days 00:30:19.470000,0 days 00:03:49.550000,0 days 00:14:12.190000,0 days 01:06:17,
Adam NOWICKI,2015,0 days 00:29:55,0 days 00:29:39.230000,0 days 00:03:54.390000,0 days 00:14:26.710000,0 days 01:04:34,
Adam NOWICKI,2016,0 days 00:29:22,0 days 00:29:29.540000,,0 days 00:14:25.590000,0 days 01:05:04,
Adam NOWICKI,2017,0 days 00:29:21,0 days 00:29:18.320000,,,0 days 01:03:57,
Adam NOWICKI,2018,0 days 00:29:28,0 days 00:29:12.850000,,,0 days 01:04:23,0 days 02:17:43
Adam NOWICKI,2019,0 days 00:29:25,0 days 00:29:22.490000,,0 days 00:14:19.990000,,0 days 02:13:28
Adam NOWICKI,2020,,0 days 00:29:23.350000,,0 days 00:14:07.870000,0 days 01:04:31,0 days 02:13:45
Adam NOWICKI,2021,,,,,0 days 01:05:37,0 days 02:10:21
Adam NOWICKI,2022,0 days 00:28:44,,,,0 days 01:02:51,0 days 02:15:21
Adam NOWICKI,2023,,,,,0 days 01:03:54,0 days 02:09:48
Adam NOWICKI,2024,0 days 00:29:54,,,,,0 days 02:12:07
Adam SPENCER,2016,,,0 days 00:04:02.460000,,,
Adam SPENCER,2017,,,0 days 00:03:59.400000,,,
Adam SPENCER,2018,,,0 days 00:03:54.320000,,,
Adam SPENCER,2019,,,0 days 00:03:59.410000,,,
Adam SPENCER,2020,,,0 days 00:03:45.260000,,,
Adam SPENCER,2021,,,0 days 00:03:39.940000,,,
Adam SPENCER,2022,,,0 days 00:03:37.400000,,,
Adam SPENCER,2023,,,0 days 00:03:31.810000,,,
Adam SPENCER,2024,,,0 days 00:03:37.340000,,,
Addisu GOBENA,2023,,,,,0 days 01:00:51,
Addisu GOBENA,2024,,,,,,0 days 02:05:01
Addisu YIHUNE,2021,,,,0 days 00:12:58.990000,,
Addisu YIHUNE,2022,,,,0 days 00:13:02.100000,,
